Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,101,95341/1000000,3.0562999995709106e-05,1.113999985591363e-06,3.167699998130047e-05,1,1,1,False
1,49,611831/4000000,1.1720000031800737e-05,7.209999921542476e-07,1.2441000023954984e-05,1,1,1,False
2,69,4740163/20000000,3.796799995825495e-05,7.34999957785476e-07,3.8702999916040426e-05,3,3,3,False
3,350,30919949/80000000,2.7426999963608978e-05,7.700000423938036e-07,2.819700000600278e-05,2,2,2,False
4,8,157222253/336000000,0.00036593200002243975,7.969999842316611e-07,0.0003667290000066714,12,12,3,False
5,1481,608499/1600000,8.571700004722516e-05,7.529999948019395e-07,8.64700000420271e-05,1,1,1,False
6,474,3052297/8000000,2.2650999994766607e-05,7.250000066960638e-07,2.337600000146267e-05,1,1,1,False
7,350,2263377/8000000,9.046000002399524e-06,7.310000000870787e-07,9.777000002486602e-06,1,1,1,False
8,634,647929/1600000,1.1623000034433062e-05,7.340000252042955e-07,1.2357000059637357e-05,1,1,1,False
9,24,2857897/8000000,8.868999998412619e-06,7.019999657131848e-07,9.570999964125804e-06,1,1,1,False
10,40,36729329/80000000,3.0825000010281656e-05,7.219999815788469e-07,3.15469999918605e-05,3,3,3,False
11,61,13094753/20000000,2.7295999984744412e-05,6.999999868639861e-07,2.79959999716084e-05,3,3,3,False
12,82,78508883/112000000,0.0005192710000301304,8.409999736613827e-07,0.0005201120000037918,27,27,5,False
13,24,213420101/336000000,0.0004610780000007253,7.330000357796962e-07,0.000461811000036505,27,27,5,False
14,40,183143461/272000000,0.19526392000000214,3.296999977919768e-06,0.19526721699998006,897,897,7,False
15,78,7113629/10625000,0.15174161499999173,2.8780000320693944e-06,0.1517444930000238,897,897,7,False
16,33,0,0,0,0,0,0,0,True
