Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,10266,0.0,2.417399997511893e-05,5.833599999505168e-05,8.250999997017061e-05,4,4,False
1,3983,0.0,2.09969999787063e-05,3.362799998285482e-05,5.4624999961561116e-05,6,9,False
2,980,0.0,2.485800001750249e-05,3.08449999693039e-05,5.570299998680639e-05,9,20,False
3,10266,0.0,2.51449999950637e-05,3.1281000019589555e-05,5.6426000014653255e-05,10,21,False
4,6901,0.0,2.6607999984662456e-05,3.128900004867319e-05,5.7897000033335644e-05,12,26,False
5,8097,0.0,3.062600001157989e-05,3.129199996010357e-05,6.191799997168346e-05,15,37,False
6,4293,0.0,3.6216000012245786e-05,3.1395999997130275e-05,6.761200000937606e-05,19,56,False
7,7931,0.0,4.307199998265787e-05,3.190300003552693e-05,7.49750000181848e-05,23,78,False
8,3991,0.0,4.7534000032101176e-05,3.247600000122475e-05,8.001000003332592e-05,26,97,False
9,7742,0.0,5.287900000894297e-05,3.217599999061349e-05,8.505499999955646e-05,29,113,False
10,7497,0.0,5.9035999981915666e-05,3.3493999978873035e-05,9.25299999607887e-05,33,132,False
11,9064,0.0,6.32630000154677e-05,3.243599996949342e-05,9.569899998496112e-05,37,150,False
12,2462,0.0,6.918699995139832e-05,3.703100003349391e-05,0.00010621799998489223,41,172,False
13,7301,0.0,7.549500003278808e-05,3.28050000462099e-05,0.00010830000007899798,44,191,False
14,10047,0.0,7.352099999025086e-05,3.272799995102105e-05,0.0001062489999412719,45,192,False
15,2012,0.0,7.507700001951889e-05,3.315999998676489e-05,0.00010823700000628378,47,199,False
16,2142,0.0,7.963699999891105e-05,3.367199997228454e-05,0.00011330899997119559,50,212,False
17,7985,0.0,8.665899997595261e-05,3.4722999998848536e-05,0.00012138199997480115,54,231,False
18,2455,0.0,9.266900002558032e-05,3.4255999992183206e-05,0.00012692500001776352,56,247,False
19,611,0.0,9.320599997408863e-05,3.413700000010067e-05,0.0001273429999741893,59,260,False
20,37,0.0,9.813700000904646e-05,5.1089999999476277e-05,0.00014922700000852274,63,279,False
21,2489,0.0,0.00011026800001445736,3.5978000028080714e-05,0.00014624600004253807,67,301,False
22,6765,0.0,0.00011479799997005102,4.7261000020171196e-05,0.00016205899999022222,70,320,False
23,8333,0.0,0.00013870500004031783,5.4406999993261707e-05,0.00019311200003357953,74,336,False
24,3942,0.0,0.0001279740000086349,3.626000000167551e-05,0.0001642340000103104,78,354,False
25,1737,0.0,0.00013679699998192518,3.6924000028193404e-05,0.0001737210000101186,83,379,False
26,6370,0.0,0.00014697000000296612,5.174799997575974e-05,0.00019871799997872586,87,404,False
27,746,0.0,0.0001406330000008893,3.4392000031857606e-05,0.0001750250000327469,91,426,False
28,862,0.0,0.00014171899999837478,3.5591999960615794e-05,0.00017731099995899058,95,448,False
29,255,0.0,0.00014758099996470264,3.493200000548313e-05,0.00018251299997018577,98,467,False
30,7935,0.0,0.0001526980000221556,3.510800002004544e-05,0.00018780600004220105,101,483,False
31,8981,0.0,0.0001589259999832393,3.5715000024083565e-05,0.00019464100000732287,105,502,False
