Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,2766,1,0.000826162000066688,0.006797372999926665,0.007623534999993353,2,2,4,False
1,1794,1,4.717700005585357e-05,0.00849780099997588,0.008544978000031733,2,2,4,False
2,146,1,0.035795236000012665,1.2177196970000068,1.2535149330000195,143,117,6,True
