Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,2119,1.0,6.146900000203459e-05,5.036799996105401e-05,0.0001118369999630886,7,14,False
1,2432,1.0,2.7359999990039796e-05,3.972299998622475e-05,6.708299997626455e-05,11,22,False
2,748,1.0,3.44659999882424e-05,6.184400001529866e-05,9.631000000354106e-05,17,68,False
3,1414,1.0,3.9032000017868995e-05,6.374299994149624e-05,0.00010277499995936523,21,74,False
4,233,1.0,4.955400004291732e-05,7.562999996935105e-05,0.00012518400001226837,27,120,False
5,920,1.0,0.00017846499997631327,7.522499993228848e-05,0.00025368999990860175,33,132,False
6,2573,1.0,7.801000003837544e-05,5.6688999961806985e-05,0.00013469900000018242,41,188,False
7,2804,1.0,6.782000002658606e-05,4.2795000013029494e-05,0.00011061500003961555,45,192,False
8,233,1.0,6.914899995535961e-05,5.97519999701035e-05,0.0001289009999254631,51,238,False
9,2804,1.0,7.422900000619848e-05,4.324199994698574e-05,0.00011747099995318422,55,244,False
10,233,1.0,7.846500000141532e-05,5.4967999972177495e-05,0.00013343299997359281,61,290,False
11,2804,1.0,8.325500004957576e-05,4.173899992565566e-05,0.00012499399997523142,65,296,False
12,233,1.0,8.828400007132586e-05,5.784899997252069e-05,0.00014613300004384655,71,342,False
13,2804,1.0,9.233700006916479e-05,0.00011987599998519727,0.00021221300005436206,75,348,False
14,233,1.0,0.00021884799991767068,6.861400004254392e-05,0.0002874619999602146,81,394,False
15,2804,1.0,0.00010905999999977212,4.4800999944527575e-05,0.0001538609999442997,85,400,False
16,233,1.0,0.0001781659999551266,6.148100010250346e-05,0.00023964700005763007,91,446,False
17,2804,1.0,0.00011362000009285111,4.675100001350074e-05,0.00016037100010635186,95,452,False
18,233,1.0,0.00014078800006700476,0.0001639150000301015,0.00030470300009710627,101,498,False
19,2804,1.0,0.0001401340000484197,5.383399991387705e-05,0.00019396799996229674,105,504,False
20,233,1.0,0.0001559039999392553,6.67460000158826e-05,0.0002226499999551379,111,550,False
21,2804,1.0,0.00013027099998907943,4.804400009561505e-05,0.00017831500008469447,115,556,False
22,233,1.0,0.00013187900003686082,8.50039999704677e-05,0.00021688300000732852,121,602,False
23,2804,1.0,0.00015105399995718471,4.884499992385827e-05,0.00019989899988104298,125,608,False
24,340,1.0,0.0001417619999983799,6.486300003416545e-05,0.00020662500003254536,131,654,False
25,2860,1.0,0.00014686500003335823,4.67960001060419e-05,0.00019366100013940013,135,660,False
26,2761,1.0,0.00025177600002734835,8.944000001065433e-05,0.0003412160000380027,141,706,False
27,1366,1.0,0.0002777910000304473,8.93220000079964e-05,0.0003671130000384437,145,712,False
28,2761,1.0,0.0001892379999617333,7.794000009653246e-05,0.00026717800005826575,151,758,False
29,378,1.0,0.00017954800000552495,7.51520000221717e-05,0.00025470000002769666,157,770,False
30,2046,1.0,0.00018577499997718405,7.53260000010414e-05,0.00026110099997822545,165,826,False
31,2850,1.0,0.0001859940000485949,7.703100004619046e-05,0.00026302500009478536,171,838,False
32,1765,1.0,0.0001920849999805796,7.329599998229241e-05,0.000265380999962872,179,888,False
33,2850,1.0,0.00021928900002876617,8.559799994145578e-05,0.00030488699997022195,185,898,False
34,1765,1.0,0.00021660100003373373,9.3832999937149e-05,0.0003104339999708827,193,948,False
35,2850,1.0,0.00022916199998235243,0.0001754599999230777,0.00040462199990543013,199,958,False
36,1765,1.0,0.00041382000006251474,0.00011542599997937941,0.0005292460000418941,207,1008,False
37,2850,1.0,0.00026556900002105976,9.13950000267505e-05,0.00035696400004781026,213,1018,False
38,1765,1.0,0.000414197000054628,9.794400000373571e-05,0.0005121410000583637,221,1068,False
39,378,1.0,0.0003029099999594109,0.0001146820000030857,0.00041759199996249663,225,1072,False
40,929,1.0,0.0006395039999915753,0.00017230299999937415,0.0008118069999909494,231,1112,False
41,1250,3.0630116352950217e-06,0.00028764800003955315,0.00033557100005054963,0.0006232190000901028,233,1114,False
42,1863,1.2435472011284484e-06,0.00030791599999702157,0.00042410399998971116,0.0007320199999867327,237,1128,False
43,1337,1.951186710861413e-06,0.000368546000004244,0.00038701700009369233,0.0007555630000979363,241,1136,False
44,423,1.2435472011284484e-06,0.00031159900004240626,0.00033234500006074086,0.0006439440001031471,247,1160,False
45,1337,1.951186710861413e-06,0.000410122999937812,0.00028444700001273304,0.000694569999950545,251,1166,False
46,623,3.0791759566871255e-06,0.0004108540000515859,0.00035577100004502427,0.0007666250000966102,257,1190,False
47,530,2.509037634776813e-06,0.0005809150000004593,0.00045536300001458585,0.0010362780000150451,263,1202,False
48,2627,7.631725923678997e-06,0.00038457200002994796,0.0004025090000823184,0.0007870810001122663,271,1236,False
49,2728,6.190406471416775e-06,0.00040447200001381134,0.0003071200000022145,0.0007115920000160258,277,1246,False
50,2627,7.631725923678997e-06,0.00048243900005218165,0.00029404700001123274,0.0007764860000634144,285,1280,False
51,2470,6.300053128162698e-07,0.000415385000110291,0.0005918660000361342,0.0010072510001464252,289,1284,False
52,1792,2.3751320422250972e-07,0.00043198200000915676,0.0003883269999960248,0.0008203090000051816,295,1308,False
53,455,1.3595030415505367e-08,0.00036969699999644945,0.000321911000014552,0.0006916080000110014,297,1308,False
54,1900,4.837541964221402e-09,0.0004885100000819875,0.0003759390000368512,0.0008644490001188387,301,1322,False
55,374,1.6999124511382577e-09,0.000502668999956768,0.0003637769999613738,0.0008664459999181418,303,1324,False
