Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,101,95341/1000000,0.003613366000024598,0.007620707000000948,0.011234073000025546,1,1,1,False
1,49,611831/4000000,1.929600000494247e-05,0.007231406999949286,0.007250702999954228,1,1,1,False
2,69,4740163/20000000,4.291600004080465e-05,0.007717023999987305,0.007759940000028109,3,3,3,False
3,78,47279/250000,3.959399998620938e-05,0.007839645999979439,0.007879239999965648,3,3,3,False
4,33,7203803/25000000,0.00046436600001698025,0.022986258999992515,0.023450625000009495,23,13,6,False
5,669,831437/1600000,8.192200004941697e-05,0.006681336999974974,0.006763259000024391,1,1,1,False
6,107,41627881/64000000,2.3712000029263436e-05,0.007752374999995482,0.007776087000024745,1,1,1,False
7,1454,26258927/32000000,1.982099996666875e-05,0.00704811400004246,0.007067935000009129,1,1,1,False
8,82,5111863/8000000,2.2115000035682897e-05,0.007201928999961638,0.0072240439999973205,1,1,1,False
9,24,33259803/64000000,1.8334999992930534e-05,0.006892657000037161,0.006910992000030092,1,1,1,False
10,40,192417247/320000000,9.399800001119729e-05,0.0076192049999690425,0.00771320299998024,4,4,4,False
11,24,207704307/320000000,0.00012036999999054387,0.00761647499996343,0.0077368449999539735,4,4,4,False
12,1364,25625333/32000000,8.67200000129742e-05,0.007108222999988811,0.0071949430000017855,1,1,1,False
13,1308,47695471/64000000,1.8834999991668155e-05,0.006857448999994631,0.006876283999986299,1,1,1,False
14,71,5394943/6400000,2.1790999994664162e-05,0.007388356000035401,0.007410147000030065,1,1,1,False
15,118,57662097/64000000,1.781599996775185e-05,0.0066314989999796126,0.006649314999947364,1,1,1,False
16,709,57992373/64000000,2.2197999953732506e-05,0.007346966000000066,0.007369163999953798,1,1,1,False
17,1210,27889341/32000000,1.841800002466698e-05,0.007458955999993577,0.007477374000018244,1,1,1,False
18,758,25998111/32000000,3.8017999997919105e-05,0.007366670999999769,0.007404688999997688,1,1,1,False
19,592,6996847/8000000,3.169500001831693e-05,0.00705653599999323,0.007088231000011547,1,1,1,False
