Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,20398,0,8.965299980445707e-05,6.512599998131918e-05,0.00015477899978577625,4,4,False
1,14730,0,4.251599989402166e-05,4.416500019033265e-05,8.668100008435431e-05,5,6,False
2,15052,0,4.831899991586397e-05,5.274000000099477e-05,0.00010105899991685874,9,15,False
3,14093,0,6.536199998663506e-05,5.978499984848895e-05,0.000125146999835124,13,23,False
4,79247,0,9.281400002691953e-05,8.322799999405106e-05,0.0001760420000209706,17,43,False
5,14730,0,0.00010397100004411186,0.0002290390000325715,0.00033301000007668335,21,51,False
6,15052,0,0.0001989360000607121,0.00024627099992358126,0.00044520699998429336,25,71,False
7,55201,0,0.0002698779999263934,0.0001953430000867229,0.0004652210000131163,29,79,False
8,20994,0,0.00023504999990109354,0.000283530999922732,0.0005185809998238256,31,85,False
9,57445,0,0.0003866490001200873,0.0003408460001992353,0.0007274950003193226,33,89,False
10,79218,0,0.00041197299992745684,0.00028212000006533344,0.0006940929999927903,37,102,False
11,53443,0,0.0003087980001055257,0.00023995700007617415,0.0005487550001816999,41,110,False
12,643,0,0.0003409189998819784,0.0002793809999275254,0.0006202999998095038,45,131,False
13,60098,0,0.0003709939999225753,0.00029042999994999263,0.000661423999872568,49,139,False
14,33933,0,0.00037932399982310017,0.0003116390000741376,0.0006909629998972378,53,160,False
15,53443,0,0.0003314420000606333,0.000449919000175214,0.0007813610002358473,57,168,False
16,643,0,0.00037444200006575556,0.00035392900008446304,0.0007283710001502186,61,189,False
17,57445,0,0.0003883709998717677,0.00032868300013433327,0.000717054000006101,65,197,False
18,14036,0,0.00038855000002513407,0.0003273280001394596,0.0007158780001645937,67,204,False
19,55201,0,0.00038740700006201223,0.0003327749998334184,0.0007201819998954306,69,208,False
20,20398,0,0.0003948339999624295,0.00030082900002526003,0.0006956629999876895,73,220,False
21,55201,0,0.00035861400010617217,0.0003124069999103085,0.0006710210000164807,77,228,False
22,20398,0,0.00037533499994424346,0.00033495799993943365,0.0007102929998836771,81,248,False
23,14730,0,0.0003857040001093992,0.0003428420000091137,0.0007285460001185129,85,256,False
24,15052,0,0.00046419999989666394,0.0003703299998960574,0.0008345299997927214,89,276,False
