Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1746871941.510	    20.305	0	0	0	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc SnL-10x10 -ll 20 -ia 100 -ra 2 -d mse -t -ca 50 -cl 15 -ho 5 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/SnL-10x10-comp-ref-stats.npy -v -m out/models/2025-05-10_12-12-21/SnL-10x10-comp :: -mc SnL-10x10 -ll 20 -ia 100 -ra 2 -d mse -t -ca 50 -cl 15 -ho 5 --dump-stats out/stats/2025-05-10_12-12-21/SnL-10x10-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/SnL-10x10-comp-no-ref :: -mc SnL-10x10 -l 15 --horizon 5 -d mse -m out/models/2025-05-10_12-12-21/SnL-10x10-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/SnL-10x10-comp-reg-stats.npy -a 0 -t 50
7	:	1746871941.522	    67.090	0	0	0	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc SnLw-10x10 -sv pos -ll 20 -ia 100 -ra 2 -d mse -t -ca 50 -cl 15 -ho 5 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/SnL-coarse.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/SnLC :: -mc SnLw-10x10 -sv pos -ll 20 -ia 100 -ra 2 -d mse -t -ca 50 -cl 15 -ho 5 --dump-stats out/stats/2025-05-10_12-12-21/SnL-coarse-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/SnL-coarse-comp-no-ref :: -mc SnLw-10x10 -l 15 --horizon 5 -d mse -m out/models/2025-05-10_12-12-21/SnL-coarse-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/SnL-coarse-comp-reg-stats.npy -a 0 -t 50 
2	:	1746871941.512	   681.516	0	0	0	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc airportA-7-10-10 -ll 40 -ia 100 -ra 2 -d mse -t -ca 50 -cl 25 -ho 15 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-10-10_refinement.npy -v --epsilon 0.005 -m out/models/2025-05-10_12-12-21/airportA-7-10-10 :: -mc airportA-7-10-10 -ll 40 -ia 100 -ra 2 -d mse -t -ca 50 -cl 25 -ho 15 --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-10-10-comp-noref-stats.npy -v -m  out/models/2025-05-10_12-12-21/airportA-7-10-10-comp-no-ref :: -mc airportA-7-10-10 -l 25 --horizon 15 -d mse -m out/models/2025-05-10_12-12-21/airportA-7-10-10-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-10-10-comp-reg-stats.npy -a 0 -t 50
8	:	1746871941.523	   726.381	0	0	0	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc evadeV-6-3-coarse -sv start turn c_ax c_ay c_dx c_dy -ll 32 -ia 100 -ra 2 -d mse -t -ca 50 -cl 20 -ho 12 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/evadevcoarse.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/evadeVC :: -mc evadeV-6-3-coarse -sv start turn c_ax c_ay c_dx c_dy -ll 32 -ia 100 -ra 2 -d mse -t -ca 50 -cl 20 -ho 12 --dump-stats out/stats/2025-05-10_12-12-21/evadeV-6-3-coarse-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/evadeV-6-3-coarse-comp-no-ref :: -mc evadeV-6-3-coarse -l 20 --horizon 12 -d mse -m out/models/2025-05-10_12-12-21/evadeV-6-3-coarse-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/evadeV-6-3-coarse-comp-reg-stats.npy -a 0 -t 50 
5	:	1746871941.518	   804.636	0	0	0	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc evadeV-6-3 -ll 32 -ia 100 -ra 2 -d mse -ca 50 -t -cl 20 -ho 12 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/evadev.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/evadeV :: -mc evadeV-6-3 -ll 32 -ia 100 -ra 2 -d mse -t -ca 50 -cl 20 -ho 12 --dump-stats out/stats/2025-05-10_12-12-21/evadev-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/evadeV-comp-no-ref :: -mc evadeV-6-3 -l 20 --horizon 12 -d mse -m out/models/2025-05-10_12-12-21/evadeV-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/evadev-comp-reg-stats.npy -a 0 -t 50 
3	:	1746871941.514	  4352.661	0	0	0	9	timeout -v 4h python -u -m premise.interval.run comp_methods -mc airportA-7-50-30 -ll 180 -ia 100 -ra 2 -d mse -t -ca 50 -cl 130 -ho 25 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-50-30_refinement.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/airportA-7-50-30 :: -mc airportA-7-50-30 -ll 180 -ia 100 -ra 2 -d mse -t -ca 50 -cl 130 -ho 25 --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-50-30-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/airportA-7-50-30-comp-no-ref :: -mc airportA-7-50-30 -l 130 --horizon 25 -d mse -m out/models/2025-05-10_12-12-21/airportA-7-50-30-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/airportA-7-50-30-comp-reg-stats.npy -a 0 -t 50
9	:	1746871941.525	  4627.918	0	0	0	9	timeout -v 4h python -u -m premise.interval.run comp_methods -mc airportB-7-50-30 -sv d p pobs turn -ll 200 -ia 100 -ra 2 -d mse -t -ca 50 -cl 150 -ho 50 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30-coarse_refinement.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/airportB-7-50-30-coarse :: -mc airportB-7-50-30 -sv d p pobs turn -ll 200 -ia 100 -ra 2 -d mse -t -ca 50 -cl 150 -ho 50 --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30-coarse-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/airportB-7-50-30-coarse-comp-no-ref :: -mc airportB-7-50-30 -l 150 --horizon 50 -d mse -m out/models/2025-05-10_12-12-21/airportB-7-50-30-coarse-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30-coarse-comp-reg-stats.npy -a 0 -t 50 
4	:	1746871941.516	 14400.075	0	0	124	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc airportB-7-50-30 -ll 180 -ia 100 -ra 2 -d mse -t -ca 50 -cl 130 -ho 25 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30_refinement.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/airportB-7-50-30 :: -mc airportB-7-50-30 -ll 180 -ia 100 -ra 2 -d mse -t -ca 50 -cl 130 -ho 25 --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/airportB-7-50-30-comp-no-ref :: -mc airportB-7-50-30 -l 130 --horizon 25 -d mse -m out/models/2025-05-10_12-12-21/airportB-7-50-30-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/airportB-7-50-30-comp-reg-stats.npy -a 0 -t 50
6	:	1746871941.520	 14400.075	0	0	124	0	timeout -v 4h python -u -m premise.interval.run comp_methods -mc evadeI-15 -ll 32 -ia 100 -ra 2 -d mse -ca 50 -t -cl 20 -ho 12 -sc threshold -sp 3 --dump-stats out/stats/2025-05-10_12-12-21/evadei.npy -v --epsilon 0.0005 -m out/models/2025-05-10_12-12-21/evadeI :: -mc evadeI-15 -ll 32 -ia 100 -ra 2 -d mse -t -ca 50 -cl 20 -ho 12 --dump-stats out/stats/2025-05-10_12-12-21/evadei-comp-noref-stats.npy -v -m out/models/2025-05-10_12-12-21/evadeI-comp-no-ref :: -mc evadeI-15 -l 20 --horizon 12 -d mse -m out/models/2025-05-10_12-12-21/evadeI-comp-reg --dump-stats out/stats/2025-05-10_12-12-21/evadei-comp-reg-stats.npy -a 0 -t 50 
