d,pobs,turn,risk
399,59,0,1
399,59,1,1
398,59,0,1
398,59,1,1
398,59,0,1
398,57,1,1
398,57,0,1
398,59,1,1
397,59,0,1
397,58,1,1
396,58,0,1
396,58,1,1
395,58,0,1
395,59,1,1
395,59,0,1
395,58,1,1
394,58,0,1
394,58,1,1
394,58,0,1
394,57,1,1
393,57,0,1
393,57,1,1
393,57,0,1
393,58,1,1
393,58,0,1
393,57,1,1
393,57,0,1
393,59,1,1
392,59,0,1
392,59,1,1
392,59,0,1
392,55,1,1
392,55,0,214715315101707417357617353495961599148191128525196220936345915546345311898403701846109021905700114043647829903125034005591877433315298391010878045621703992543092354550712659750192648778425950044211184155072518097822101619902210316331624379949291055758139648314586985163840235980672929392204066218605630801474039493132354479937570342422690213977922872763312296831943294660192946648692892666102442034359731570966241011985403915217479494580182524017842828689976173235898283506430914418924475306613598519715872209696670872420767605722941446363985149400931486872026977204189561040068877460392253954801774303433010653065796472297705398426832099748779493727041603164636660125205060606194545709023776876158410048753374344981101445000253439681573293378114228433884499329285482984936256577066881923790793108269041918830655011506186687195123881000118068995657406952218826109870494208497156602597757054170288636422618650057090037815176211883531729213535753658954114930899636698199929960275912785234565329275991259215749809191476044930932750156116639492308296629687509634049211712833792310862319504585293551877084365260660251992208289100879708254678041357485671649063943843233352642294926987159967074120387105848701340634840370593440712966054629094934014296845802200107534958483568425451691654756115156416094895431630359426894999467517016818810020892402082401393326306493864337310188433680471959273475878349509776980693608120538565227844165492254231573893391140911159607886283117708300819333664088100076575787458674511228638769907382535952716243379481269/308825964188678344420494301016144616488692766236088432838044844464841856629043931497053097366260572810697105840982259357020868374942518503346455932385494008956756603820101478823138556153678504984103898481936248588843295289791218471604560436243676517904413858403116905420380131612987437129420430203597027617467318518609423430321332837477026473135966154097413095743015717735457421098996509994643391930905935827518754978952753938973049705400817889514216691756363337668087727291658304451471831652995244632136809421501508221329102712200899036880160594867835506321418042784588374880271459938804889523700046465183509372714414374533392396817612037566970471357289808172301432923882185542603572266973282130037123657925974548080979635951387540894519506482431082207505025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,56,1,1
