d,pobs,turn,risk
397,55,0,21107177887993799298944644227888916849824634288840479715231967929899423967038687730389341588946860833865989689644799488726602774793068503674174641355435191019428545256825488379323437428333254355453026802708650706739081217653640749728342929158409414915077664702179671013043613197530532077408234344793249977211465973851963455255188804343385426910018333718851719718269753519311969840630901672983866520077767279968573285344084312415400236461073878074988387799238194928711672566568688653702516288493818688743651130288646991995252524581645193432287471681050164956186391088055602653620807491262327002978341509434580931663340926019240513918721661345110189738059748995703691912568253703097370532947484176192071544517384444017236648974957764255762167994198816850034730492610963457305396295798401644267590382275667289712826011152430549796790342492249129700038670468857222413447959578411095332952055857718073867983712094353205937509967211942618271866875691023434293086172578731111789026999107154869862857480152334478577891172322178770865084845937839804057717849376667985348428032995557870417767460868846942802106686860495153877103084557211507639864406920117078321665063874666191364778670307203052096001452617625012102801876498833253463656497590666728893056353606133772865550973239317787556898670488621869492871479066217974916705912269056664284529749950933662860105584246855060576493258950541360913794238315147517341310567571210852653746600856009890324064556761125754219796794641699749791791271782637308013278784941157140747016310890110987995398252784187879327364455716533991/30523590943820542641727059718486745036714976192408217920254993309520750109993970513665134623572170174015185698844822572584953452728912808401274625424300102267956904633660867178971590496556734035829646240733397238189603152636014131932908657891412218754939237135873700621106771684236584872433934815750722547406259521537613608198828175074385877608637035877401056450398197062728028487938977454258983064554738386952919329604741382184566259598297515482555833569027966817815521416646256988933399540086028893937697157176434657859921843172990170933524476690568101136704805741771056540715120299460272562825698409643021010005296888475316423359744537594736367204112066419550597045500314191959396083278209108268831903819991157678121037992450673333522596757189862980518253358783173021875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,57,1,33121605722659743478843924613395160835659024806409415932086374938418490819855709193766222077602666092721814873513668250335982196339754601949764049053278958960224319833276417685764646680302946242517473374882022148496089816018068365955525645171284058522905372812102535275031435327128792437006409477189417022490994837674924775510199269685421490333494816170864811213763885934151629488279357618120154123331461592497804710512243882811392160195339603095233971780888968186171743102659695155270086731616965494264550411709838560676804535626267906496699232692993851513859743512073781210044173208758538301316986507566427577433674564859537086509008548750175184950122489655072602659539288422179497619806924873595830023165781140491898025316286797023391143619611347374327850246055540770370027648811992101382491151676315342759427037718699006079874190871251060403332450124032115291035253179428004357469592799661460694621838390838110915295435191795011152693484434825765653457925967095789860903727228860845944918127463874239942746110933635742148443533317574025568807360411237716626514746101928122311740909101486165477991530725703466987894727522791902500546613003430291574724700474333358255964745171304655212981202716945049290251128294150657608110064028544803026040225608057191135312938222916342037010535901615177101639899378646739800570896278730357398522446848696052752281896760392649392494271071796053342290151067515196972185143481076076462934185122809023670548176455908216354359166821349330822358356312032478138495884704659527620004480861001449456959491887265104318948502580880916261/39029165913473152986526366331707061466592334042752965374395557176580922800067655024116088023536018057699626264548630100840800095339505344704870986427008945385616848452848929016912330078893676652522173569684915761911364629964904719422577256705456217926671366649207219826296918433545187543195876923686495560369305043660058737534860099913772915160046740028605544667034609092016242232836819706720394394405754584017694389687987502728467351304848727646928720714592856233141383577167859979450557339989285473655221784775723670304644765152609780622321087734704234649146688065183638160239482136696872811222183052731355022637473925940285758508035513767274152621604842692997360005508305710518886790875694684856592774502374223195640783221589471257604224113233629923308171015142033046441093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,57,0,21107177887993799298944644227888916849824634288840479715231967929899423967038687730389341588946860833865989689644799488726602774793068503674174641355435191019428545256825488379323437428333254355453026802708650706739081217653640749728342929158409414915077664702179671013043613197530532077408234344793249977211465973851963455255188804343385426910018333718851719718269753519311969840630901672983866520077767279968573285344084312415400236461073878074988387799238194928711672566568688653702516288493818688743651130288646991995252524581645193432287471681050164956186391088055602653620807491262327002978341509434580931663340926019240513918721661345110189738059748995703691912568253703097370532947484176192071544517384444017236648974957764255762167994198816850034730492610963457305396295798401644267590382275667289712826011152430549796790342492249129700038670468857222413447959578411095332952055857718073867983712094353205937509967211942618271866875691023434293086172578731111789026999107154869862857480152334478577891172322178770865084845937839804057717849376667985348428032995557870417767460868846942802106686860495153877103084557211507639864406920117078321665063874666191364778670307203052096001452617625012102801876498833253463656497590666728893056353606133772865550973239317787556898670488621869492871479066217974916705912269056664284529749950933662860105584246855060576493258950541360913794238315147517341310567571210852653746600856009890324064556761125754219796794641699749791791271782637308013278784941157140747016310890110987995398252784187879327364455716533991/30523590943820542641727059718486745036714976192408217920254993309520750109993970513665134623572170174015185698844822572584953452728912808401274625424300102267956904633660867178971590496556734035829646240733397238189603152636014131932908657891412218754939237135873700621106771684236584872433934815750722547406259521537613608198828175074385877608637035877401056450398197062728028487938977454258983064554738386952919329604741382184566259598297515482555833569027966817815521416646256988933399540086028893937697157176434657859921843172990170933524476690568101136704805741771056540715120299460272562825698409643021010005296888475316423359744537594736367204112066419550597045500314191959396083278209108268831903819991157678121037992450673333522596757189862980518253358783173021875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,53,1,20127108846874587120043977584903370786329779177538286108084008337302915525939320292266436150052781657282638231271619597878527673525747241107371543983307645076546079046301121541573103123690794790246440737304165890241807362552579958399339139917774804937886905761973839620784632534231628855880065978908893817587837262117295045921118123674031483631215210732845716462452125838961191173016689399230032342943640026587742436402428795967709070877587222042099052297067097057230796608546601031080918391241870564578430396460141954177863172846612589490338431690248688060793224717898475854343791867501150837371823155367219565443321728924134313685492343270015339175909827000858378461081009341174891018254977661198487488693183428244273936842611410403107949094508340371210091655890148606134373219745845634413938927928957689740578044309473615683433937363382051225020418245262813176982873576839192449287945381157413637382528955324425632295406897627792229550304318810523590038037735091351067568915583878318998920329297118580011607003008607884518369209963312348721002421332435530694991533955714893632794664236785006560041422808005999272048435390210118286911899852936884251839654784060246559432202967914980817240341352787632314090426871012858634712525436855133379718129967543419145487059689364775175712293209507164317843927621839131035643862848489948109/29563089599902279943158105504439787674435855761391204757799278650289764851766354124125970069097598540867503224054508251111170485393242118967197459210458370934908964282024038843749306438463554423050726505309030118061448306921284992284531133435180977923898003380834130372104516840032163766559560312156805140929943054826715313172840076337519092144735819161693955805892312872933242231666386403513188507513963140477334514449066941026859923096947758674869661346475189618152333479694137862926911778242586011033269380225918950185025242423197782861331924112430554699619748636279799488963320790251826794760518638393284861493623763911412031557539472170987929720005226327344625854636470389976377331930476311718755892367481580929326565963142044935405291305795852751363572499532634318714843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,53,0,79002870959773083917651979121406302270383748735164060763551849959631191656734761154134104893025418469297335409582754788208443789144903777033706391235182023441447377644500557297517566024131659255850231342978311979900135271145227177335069366467068799430584182840892143002393085178083026276627975949342645011782883138959579478512202374463006317864760921607202446058651720441379587979527748353083437387849318227379529871046904251428759894618010495516618136377106582836558694011929530093374965566799143574702506500893478707001344892675462634220946542294478563980869876132092647312558019766099429748892503846385141892776061513654978183466390252267819446858136258797591288221539090068230655764656643257931685739100534734992729209512778296068629538501329069797777941044454349943169790351207586331970335143589402705691288789332575590217078034636867143937486401765878724609477051349629600510182248833103965125320315588570992720437888969153662898064959662151343175958571164659559380084022451972232851205755229024903777450239579173362020059941657807436349657806857165932183050407797494672582581306049082036383637726768867753241847573323001610735996556053765331102903928875101042076281799104966404545451391329381867976029380815414217134731757307369505119936628793747663437200907745742430237043163716024434851553292897432359101041694790286221/152617954719102713208635298592433725183574880962041089601274966547603750549969852568325673117860850870075928494224112862924767263644564042006373127121500511339784523168304335894857952482783670179148231203666986190948015763180070659664543289457061093774696185679368503105533858421182924362169674078753612737031297607688068040994140875371929388043185179387005282251990985313640142439694887271294915322773691934764596648023706910922831297991487577412779167845139834089077607083231284944666997700430144469688485785882173289299609215864950854667622383452840505683524028708855282703575601497301362814128492048215105050026484442376582116798722687973681836020560332097752985227501570959796980416391045541344159519099955788390605189962253366667612983785949314902591266793915865109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,53,1,328208769110106856814128560439189939343772138384392644797840642101553395669272691916251706560148573085219532500394578126553166979004039197349653858515378695173662396463549334479062346453742328891109588229654564231021214000760720687346845433975892223234042694005980659098484045230328468222312742694121277660998226253294290011846395843454677933796611484595651123669915178186870753514148088386052590345952942369907222332570320312442391717668649796265191545072062657597736254882734082552322537659890326481088990170147727669368659784338068261729429086657059052296757980958481285306430360386926527804959343765164211288799890614921442335303049335156210146989246630877174363923825966635363345989133507383411421104378933330256172879888832134379797377523506882920583724172318211152836981568989571292916992233972567926775026390555341444110507546985818816818411973238776771411106150856909298983419251806755181103303323389828557529552896164523289626597683915611936647316899506728659176562878041648683448537718627502055348965852282956660951057228337909263750446360413519099062065561858154076707522584793037827363239603761575887654992093130321110397138056845226999330638255751513252836350483634309501642293343694504246177135117489732449507789516330564493949456121528507660901787654630025843747360939600006220902940176599609981877927451293779460781/791469611766394026737000705674222712089908750001214612025593794741919406749056840495584781961987419086907973882944885409631364080906400762538606659073941712600656114524033964851022315532212833002776840124928329963225484003444906633650851393844727769064680412661708139550460209829454639679608955346765224261651647529010208028041870362511563602330637147194703222900793932704976246048895185300303215508660776087615498966031403345111988742907131707244784986148921977161023345906205815818355828834537729613082224229511648405754720268801917334593052085095935505814491155031359084059017270337016829858004722762821699474345224636848044273897230939673787879264133497002677943087653377536654317232968260716516234435772706475752912584943570164891791910289381474341206107387364204453699375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,53,0,806032172096451792034492463018429743932505922953101398628731278222807708392482209594519321768339630643933306358212194578553128120377551742843841404919228392101749764118091509826184254539332139827491954309327223694482348742275518424179931535887429608244616610151809696228200156335256078779465839037459444026463992798910725599265323719702691615927595457311190314492689378398019730240217991079300339703387812152284843386662121926603102877380716454365396953858951216079163653570084490670471504076760233240848311117857407097104100875334515652659134053444539834715394288280982060224398360790953061164535856405864187334026541744685495049673916610104393164177755534327647983877074562216382977359303605093601716290646064475892222876801285155285041475284440734644639944440051806369163765154207463372895069553772362212839281732123526389650590295409192047375287497061053628181732790473032293474717083047541772805918301460104434925474331053021628317570841618619377451511802214677431561840870109883044752467772813693427570106956036687407982410149124035965229054168659367777327561071745351489052804493724920652506931908330830969418834552153553911762630952949285261999903962350856950363907742207409651938011329602119379528084620904482069478239875876895804839965658345402264244794721041491465967498704579359554926503145560339777470599360972499/1557326068562272583761584679514629848811988581245317240829336393342895413775202577227812990998580110919142127492082784315558849629026163693942582929811229707548821664982697305049570943701874185501512563302724348887224650644694598568005543769970011160966287608973147990872794473685540044511935449783200129969707118445796612663205519136448259061665154891704135533183581482792246351425458033380560360436466244232291802530854152152273788755015179361354889467807549327439567419216645764741499976535001474180494752917165033564281726692499498517016554933192250057995143150090360027587506137727564926674780531104235765816596780024250837926517578448711039143066942164262785563545934397548948779759092301442287342031632201922353114183288299659873601875366829743903992518305263929687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
397,50,1,44067452293965265967175055292469162315861556488629660671199729082688616210672426567044211928746240764805515876221965054168171900132663115164827496759451741103355176364592520068299674986228667298635867469653970725359303436911295989831546794563211372294539581225596654294279931294377794574653998721665725943858180743443716123465225114655698492909292134280252873869513278690972960461884108683472425218037295893429362617962772196264335338738459628886647969495749486574761212483352699081171337676074748797702364817256908823104649284648567557419087201803981749598761402719398233564169951610303229414650210384430707711890388792273581744533532268232241987318877746170396788862413877640538828325852638666990273772054746331356547357805760663920380646823781511432478561360500409580719276421308733090660290943193958473183081396719785405061468398636471165053296452187100002910978996095576694409343939322419567945561936300062630315174189551434569545216296291133726318869873984363321115850427887634426921466069037752269287636179181459044452616080353469653092173642968427395008474539952952001361015254657017817127910457113986483006222058340846120687943290153581833240368856004795208150039238996989569635446342816684124908171948463958680390946199279350767598021291683154082250892779935181282797948663612892463152496182920099839157255872908023851/11864866437695838507904015364838946685844069548996901473816249381680600531220567127331290759154949489540686384422783550655603228983209624790280779873810719397227521929666074421141348343983677702366740765184214391621054847509331034704463486038458690249708095461358994827194263203797737013131546584800694650352268733272657856210597470373786966208654208968696085578778521163972937638782393190842999895899349393541379094465148200829454074796674013204666331097236228294874980607459029433752969431356742783991187422571819995772612008606393373309185610671350087333340593171815826000712802569555849334611543648030331926881792073485846870586442796185251342396967872178671197441674524935997741584426211184196404203448721763851474798099363199262311684130423023496685683988603178046118092500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
396,50,0,7103097551116781437837874574132869889428784824671609003696328137998041898614570334439348278052528769671326840720663324102152914209504825100395031521949762392562107741275007593652241837160957093309309746612281873099610696508860192108003344089366950481457913857836688725502710336649252979011555820046078299820415726539862629443805202018768124384923262049562462209067724323328887246096972682428555200487686891641535690573187553136073714638790298400239945769559411568534822908015880555870395216310075133357007546785072482955570982320919814482630991739506018697084056930140152068918601153745151971250045829584167291355627552210318521423053126487983511257993523557006722929735169941197668419060528921123523363078145044580024033907016148901062600494797751863578491312184145685868128066404362267369112987288628325752929462482529742584385552292863622916078867189182080820444542776862827418855425262765492541854041163106357104613416407854957918783263942814099935826249140935825887764717979187773825066881543353866347299513688379512053218387991961027337700271931650752519610625242795865387778916453352908738789797296011880163302318457335314247312327225254043855441506555401422175271258449207818642750712678388228668591397745107744473651811360519734705349199991421782709711876091979687649649566675266864102089330948751869147610129/749389987879589814742416687886739175368174956388724085812613001307859447230172668741203243788790429314474407214235324783426814859080259221145303063969313543482139748563102462580244664638495848662381985348679385930694568731281611340995148881790080558660469225370537379066607867036650848486946381850562468556851545718278069251467317479193147217643382805030561459577061766155667417227288076213201977954389771660651694450937336374026484814443394579900097187516414713955882066389964879274105251866466874793621535238335053745218274498646375226233530193415819576779617756434458960643611976049354551181849278125346533926783412944000403212760338501635387256814167657991114857646163920625058059432946671370724736015221510699478190283687602843848951278372008297818462565199525500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
396,52,1,5065901118083585474231466651409004769661812421133630416025286564690209442393383078863283946263696770653527366046194516193929569934589277676710028334441667603576258417476777333765856219592574004425355921520407327188436080498830813821605656532239061846299094135688422420334421593530207441117238494102567673571167259102272260693789721010874985506613950822343693267519557832123341018129882692978641009017920849429160297785966562345853065725712436456110787485667086516874573545439663813498516884468104862712153079250140122965263729546049286525904353097632100120309283995425019063218005648385751901314616778295704795782299577082395819360651182307689584548060637824381934398312262761410215620672459825198126062419039908470372355807763401705045544544113430910651131642062067615457076156237538264075602692524832696915712122688403336693970095904085375424707316511109680584428748520554240748329490688015906342196751588253269297749445901662725518652499854922350512603025254619136622699507419745740561385762254666851411028584433701005256134059651358456151002103058198263100509143067458064704048464344866067164941889503994475069770991229331213765681113114363721485062124466410735967205651306222035618586982738100542274465070600872383609269949679133943063189514458576208581571019821073985726291243945951491808650984828816704984307128683/849507307012953730429138174625216129082875707128115957270726815209429509602049163328182616311745795738631375690045773276611400334545709621102071639679197039238390226118898378261287593553149464839704646409180822397268104122356522066239457095846369336959783713139159008903518678165588922922410070655721008204780769829062569390722427724964700328319668784546636527584778938542854864693984456950954899258604738223296349274275536717802148406992798764099097697930943220138207980119559360884790017560166007476247066627963082712336680363863690988497446300629551889364358720876592518113555414556954557080979317710348422417506003044772103397137941682814135570028871803149794132446337242267006934502568189381635606970956133126543161540024660761256365091871016440078117871600868633865000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
396,52,0,154727186931659194163992210473460510480100073140111284483598120503075698888322001901004937873068749068953184822917141086933235135198852463235339795720862661302895279247522791250295089573804398593563482064800614872681622623907521561692754427594704748188490603115510038072038734633882157919379068563741985128781978691866931639126255806733319373829817922478242340663948337350090596167232095479216637127468175371324526920443544293736242531057096913877454254873011393697523164701777626976938241453011272772023663487115309563180891880682029875703841876839641210882501993122338410314894796206848849082914128396929685436938622622746024479481472889966942442446454506397931075089109684334319105126521186802432310911263970803384269766348007229771394910498973693545360736151377182845116455285458997844989074635482135704864500222539209735559814302523632283453674381174236451771932349432471498100688613090140414933741513576320173046701840649488355837271349252508813561657710129264686586958229599478328297973771042522696672808938672147475287400005720862351684701690604468040501813613523106087114168200967934892148403938944832100789251963331134783287725003126263731968994859942098928515909012404808366562637122464560423592603932225629401615872617312739370659634672749469748453687269033977822979865492537795668805765394897886771297400239/36720109406099900922378417706450219593040572863047480204818037064085112914278460768318958945650731036409245953497530914387913928094932701836119850134496363630624847679592020666431988567286296584456717282085289910604033867832798955708762295207713947374362992043156331574263785484795891575860372710677560959285725740195625393321898556480464213664525757446497511519276026541627703444137115734446896919765098811371933028095929482327297755907726334415104762188304320983838221253108279084431157341456876864887455226678417633515695450433672386085442979477375159262201270065288489071536986826418373007910614628141980162412387234256019757425256586580133975583894215241564628024662032110627844912214386897165512064745854024274431323900692539348598612640228406593104665694776749500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
396,51,1,160699582717506915283028149571053348846470149732224026470966198899108941136183257886592434630018944738569485058650486039013935126623577029990527158373524863559511956925050095547096986619992510501698397103048885681427341028163121295800487252971888679029213458383884372993248909726819875967397788167607734882367419062025340685566892817287846811027644848364838855428568513277140163710873739169500853785653681972382793336353274626676868863761004914591845209952081731272525285518799131378876310920040268021195557723447963783006023998252965893335181220764353276389065565458265473139482462838482323325159164452344676247565161633198499285165341128435485470474061060457175836161634026429721104815901814036217783156664232860374949638263285199797191137782620419952024713085209594322354290919338084135560833852607448660473995174219565028497891957956289173261418338960632035620272570530680337311906903819610147953099781257232645916016099706226813376142402519067658829876098052052835272976180645934870287691036601723330981001447312115491166575839565669917953150282457191838193374054229688421546817075250833630152302178104742398608530581107529552994384325308170684052661571347577998409805902127053869091754065623657038439259158056192811199311033941528376637585318901678936381471379886061646945125533095303525313228058924125467314584801/36720109406099900922378417706450219593040572863047480204818037064085112914278460768318958945650731036409245953497530914387913928094932701836119850134496363630624847679592020666431988567286296584456717282085289910604033867832798955708762295207713947374362992043156331574263785484795891575860372710677560959285725740195625393321898556480464213664525757446497511519276026541627703444137115734446896919765098811371933028095929482327297755907726334415104762188304320983838221253108279084431157341456876864887455226678417633515695450433672386085442979477375159262201270065288489071536986826418373007910614628141980162412387234256019757425256586580133975583894215241564628024662032110627844912214386897165512064745854024274431323900692539348598612640228406593104665694776749500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
