d,pobs,turn,risk
394,54,0,45735385713740699671721557224647739468836874455407331791541542015552180279246395866905665718821850128116993148803121399154532356060005319982898815830861052812032287080893682031148057577402084376530531370789760602108055514507757983147674775739343129274064344774714853826027685475480664208172896860685008669303117174271873163860710827340067469629092885149559779894165591182168152822564317717245206072164531875550871475986383682120465445910527221080582479593110143175541607028874427801228622709735875229787748846326691187506903714755759181831973209586073282391438104317853391189139939501522453290798778817085558950008187915061281895405679049050537744437854608121666597167680810150050222654271141049867992722177682855845191885265785368774692008594763659731817157596781831505770731339642150235425882481648542207335025848995479311422465205884409419271671651541549270676839918257472010547109338489965568727248153651635493689663638060302427680476780463548036953629474189715905099072871854086701682589433846522775092062719524501203857388152890084340962599622823133110763694624711999390577480670158961151619506454452630773841000064580429253661550699576322277471113827651235200100271519611633359872709319984878372212615843520983887359777535999083351644723956652613846317231362244458767985713476474254716919208305508624056413482093/54628224805335312344541236906745821210684863419501682884721752537385876019111581042513722393117832724484211052211351857663421406843582098056954589879670035244360675649737750589024979198024190746638138602469703012880490503811168635442130695567143939252111767412927349399811041481021347753823179898714278215253793972756820910589540565621311212833021052998291402505982050310225063218201492652952469598657950988529792568226952644264942762388350676476169790604783110800108038080621437474420852301098328822978680218569401789270904978761217030633731607626171422713195637588165837632571218548575196907847301219226310972939452758711211781073067393325221406678390994167598400469905519800631145898304903875982266803850525637810044487803440942108831555501677234131685563872250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
394,56,1,4955922636763800830471573268910120685835554482574343717086429323127492342716998641743610391559535231184163573733348584205193515715528201700928845179046534902607634332128413496339377151530244140240616170121773123086555641882656036848548594712614071124633468280921287065019408347189414959239373869983603955429349193032826743943225592436976370440439398627678047708543431829498160599872746653432632859763035582045681048381878713056669878451440391425759120737673113816224917524024815829526360609204422391653306556741848785117897883320051297975427478956470848336961577347395976922192717604971553099982883724606817620020198858835554122578164216786701881978080270344639084408130981802638558933914646639666342897803817689513660283152873363251621692266051274174359131330652778023031921255769367827223595681333868400367849905571569960069858695406587379364341963872212233760672760188612406285507103181541380675823841883082641066788939297075702619903423615086107749330537938150428498908764233295807140343433371619463038359960269584133783205996529661969888796632920452295115651080344069177419400410279382125897071093876295871376463650965249683816904964465821411806145679551255368875438679520520196219522795557840496614514770252863429402775616047574333223770103303134969760687296717698440130787697226440820238408425714894362427019/4107385323709421980792574203514723399299613790939976156745996431382396693166284288910806194971265618382271507685064049448377549386735496094507863900727070319124862830807349668347742796843924116288581849809752106231615827354223205672340653802040897688128704316761454842091055750452732913821291721707840467312315336297505331623273726738444452092708349849495594173382109045881583700616653582928757112681048946505999441220071627388341561081830877930539082000359632390985566772979055449204575360984836753607419565305970059343677066072271957190506135911742212234074859969035025385907610417186105030665210617986940674657101711181294118877674240099640707269051954448691609057887633067716627511150744652329493744650415461489477029158153454293897109436216333393359816832500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,56,0,308596423745531558795215847584549324080291196143964900772442518205430424842320192017405458019053116433051743618878829170682435221361911503645671248846112808009478116965285949138594474048641463912423874467720084735416058003174335180536367419201879271037235985783768948280362282579811561201819457299100076178036881899769568269379689194578392135405332641678209469035100398739061128198857063073858869784957182562422372854395555050997301257086000843683200254309593449853945847729586079544460935877272249974945230230381042113395977015840811024930385334369528366632903973351486548489026626203094980651712291436971232192093775184031738344627291398587055596569686780549764571262329075542091746788409927063319708443125158013758340626025392824746565157731641633045911329081994613863164453065704897793649049937886213825749847244163743426121573380920131112038228317746062922206210536840346773356360137996294630739723366806598520067941221555255561280794911999292665714082608157949313417076523461596394346664213675529127328302175713398170736031484221313701239321671590569216108137868827176445345112222691640249651287451558956886152309934193568237887834164416693541760451219091721112090868855424357618914741024260695243876295927232972978841427983155602332869341746789129763490074303377444239223274620897840190070144367805890275189/117353866391697770879787834386134954265703251169713604478457040896639905519036693968880176999179017668064900219573258555667929982478157031271653254306487723403567509451638561952792651338397831893959481423135774463760452210120663019209732965772597076803677266193184424059744450012935226109179763477366870494637581037071580903522106478241270059791667138557016976382345972739473820017618673797964488933744255614457126892002046496809758888052310798015402342867418068313873336370830155691559296028138192960211987580170573124105059030636341634014461026049777492402138856258143582454503154776745858019006017656769733561631477462322689110790692574275448779115770127105474544511075230506189357461449847209414106990011870328270772261661527265539917412463323811238851909500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,52,1,10282677484286136911442997864912802877274182269136761742004465588297626446402870662209836728308064923231582742258385947479408767412836518654424446350875446106761998478055493090837926922318410684248771771388737743198486008667818930971297694955535093129714311252177506035965316492728856083115066053285485521802927186202322823073557074497563775406781600576140996217955288201138355202868032413268791826156856559639935828770705277015221253223829488342610220146792632332850320585762071847466592682384910394102740824614777782957037922075555348091467364591209076319880340859591532661970608165181742863956444451457708616766641965944128530537044555013054955133751651245667106106574567092303907801185300031940796984764731959720237074168520724790308979706160297597495265798479673741735741562355287800377349272236745210423552489605958877604015353254004699923355255887739057083908714429565196145414531085678531568764415058060992176043869732042934490431611497825580649155723833184842588666106879381064678992654193139656483116452159624167970832246843637109661356634620388460871996499530581692451784550189592827903234767068005303333861185909379985084516932891306486210384695585986069782209218752559325996105183317221872049859358505703283203811921899910320678013908024760945111130939003524145291643910995598525638724977641760385488539/8461394893269405940281705479147876171374775027643748348762612161949015817671458569422083783282412485693432779683807677958770644475977025741788412331902108949633470569211280806313679932261667811997651787544548994446925960942387266234655342906900106153822881831256550402772603898879820819603737351800465772320067237355172147570785760542904751587005694934110302129947797913234514269047780942286351510472328306133721688663142708210168823522223826116602709008830557832527809885788910782956986031858028194142261052769024032882546565627620937639727770192377847187718669047894245456051544738614630472238039523130349619921876622037496548722649668134719890002428477214777207714038933976398073409965668563628726380752881224252395129560352601334220780074296198736150937376647162500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,52,0,1900185771510504203347091075782927108959988646398575153321159302063980210662322156582135996763996745480515344251270681004865100430278755791278007569843955117852423370616355716552995630646008336655727962512360922727756046981797948528876785284140758770001775899492835310769909131954747915043989780816478783265762120079333818500389947712382376828583831235903800366948632654885445374063256957127287198851926822414717618202996809709862221470787787140853740354538207079365489610232204228727338403960868976097746602751656706802375229027508745012229844041764750404651210080924953920146388111505632546251832498752678275559732012754676550359569290670138048739331004339401223288071669317758723899281827144198145886067308281270029377792143250824126671919962125374620645863844544186167596225690549779639011248587286356520659096282879461935438027141078572769374626846476687894624953892660923742893612540286337158562219212663018944040070256688025505638141601900784041820362000293491988782242499927830872769016463398545993806312220172284320633771750420756883040822055131914922679260888033972672108959343293595883457374436679361298255711892815209118388724893541053229089857705205200675574112597274542970287499271632730828646217003143814871932405418130458494699713211772705993222481379443067409796759303364814070542024195511858353/2053692661854710990396287101757361699649806895469988078372998215691198346583142144455403097485632809191135753842532024724188774693367748047253931950363535159562431415403674834173871398421962058144290924904876053115807913677111602836170326901020448844064352158380727421045527875226366456910645860853920233656157668148752665811636863369222226046354174924747797086691054522940791850308326791464378556340524473252999720610035813694170780540915438965269541000179816195492783386489527724602287680492418376803709782652985029671838533036135978595253067955871106117037429984517512692953805208593052515332605308993470337328550855590647059438837120049820353634525977224345804528943816533858313755575372326164746872325207730744738514579076727146948554718108166696679908416250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,55,1,10284286363548198379182652106828836522959194561663134750159739730406023398486531774965668959864495703327436349239262070859568466784409937376909716955553170368420717883286871888788905490925175192034018234642825207723314179393457324814585375327352338736186046626299698265586339871759324032599657154406379518172389955839684651856483923343821476017341056168113204932744698287837879490219879211077897991183466793378175052608315810004520416432959337732632190481547633448381228035932081580673170103410436697635534269695690756391339796509130843621321054036871637191253737665373447041211102599199226805368467979415460420814557698295463070211339029566572216663876415465948614900735253660638392267251771914189564199532264312539546187336139574204863897125114302735614398902969008727839414822413072518352979491961650846128040498172429732314535148073880993455393602487376230999086269569049325894391117009729055102711579914822601738011644106704781646511916682937644686970080037632332505697505175726622749336579805971681600314936235835071499925895690933724714669124280967707849860576071080248166455037301247778153541682374405261584231150754033837227954594770191709537973679164989986096409591113862299329417521771512017796832953284513755683395866867405079291210630628971916819602831963981866734329128974571524758401277612439/7720649104716958610512357525403615412217319155902210820951121111621046415726098287426327434156514320267427646024556483925521709373562962583661398309637350223918915095502536970578463903841962624602597462048406214721082382244780461790114010906091912947610346460077922635509503290324685928235510755089925690436682962965235585758033320936925661828399153852435327393575392943386435527474912749866084798272648395687968874473818848474326242635020447237855417293909083441702193182291457611286795791324881115803420235537537705533227567805022475922004014871695887658035451069614709372006786498470122238092501161629587734317860359363334809920440300939174261783932245204307535823097054638565089306674332053250928091448149363702024490898784688522362987662060777055187625625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,55,0,3969581103470096423384808445349442203872774430788142804087046138037261376217001625396081737109134583074448924204209863283834538096308625674918886707200205513617087169296367470422823314422601605245956605166696361822000500714789884357745172371989974529809195512822666111072841814178176495414981524459906686707912255291884395877373526720106362183642946064618843169763811175394483205031280253269248213023634054438918716030736628144275070717150605065575339432855111118735949937910477654482362692753362905966345961380353486515984899144970424620825963621799227658196371423657232694372761144503610813865410749723891071610602549157845658872677907099493899088227833169798076873402677209623096330891809597134343183408676738465765233039902097563995846474867562605259697098352200120384155797566999479228310640628207604926291421971681394032672554116934266602688657516341034547531039475873574329725593702234996078666649701946086877206490664155197072944856381223721588728461291935292288613138718424198292894716297079468720590372444065205866389823902665904288752709557852152042666360240213207748864407047780505244004562200499828017531837030694950060555940943063697366305347029360759240185925313599131183929828899273619501850201939537695454041216962764334128170562265812576410183645471537578249173309119825511449976420106606475047/9755040143809877204382363733347468073336582753482443372271741524533192146269925186163164713056755843657894830752027117439896679793496803224456176764226792007921549223167455462325889142504319776185381893298161252300087589966280113471809052779847132009305672752308455249966257407325240670325567839056121109866748923706575162605275101003805573720182330892552036161782508983968761288964552259455798142617491247951748672897670115047311207569348335085030319750854126928590721085825256691860866482338987289817621467601678890941233031921645898327452072790387754055927792426458185291530574740816999447829875217718984102310616564055573532334476320236646679763998391815642571512483128535826990338983018549282547643544736721037507944250614453948005634911013791809229564977187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,53,1,87006436546886925611965043138422546430312358137273680150486754908033795686832795695711219027971396767933390197815034289366395197969591068357001765267312370140499611402046408355322860698768653699557685688190466344299126644865346748304595213025963749954983386375375363290015418167596111848688464845261141130765653793037042678225950455272521177983722219180379173033951526990240210391411073193010988595661183591608673788224855715350815603814502763357139044933979784364019576447976211501268949259388927113788942666983147852442246030516270718191274916729250997957649563352714560124406585439882608110860423992791186862423822558605528811168926585311556912692777457424077263150516291483419727973195502905067568645433767525760528041036656665586227055101312607481620535829225230238078967078238321062670390141645926109437396103649519492745192337683155866540030599643871435211883097782196792724004835296455087424068210556893768746564770254353138078698344568140812136025465282363609645277111051917488835921023692482655479574233346445368848795861690950143298439309106110134815938832225515942463595766048072271439617677986357112324541174446612852548397375253016643845352710556242163010356933384598025687274400737907567985003655941864232346264769395764657466406513472628718017130251108039515533932799966469180134562205914243793/205369266185471099039628710175736169964980689546998807837299821569119834658314214445540309748563280919113575384253202472418877469336774804725393195036353515956243141540367483417387139842196205814429092490487605311580791367711160283617032690102044884406435215838072742104552787522636645691064586085392023365615766814875266581163686336922222604635417492474779708669105452294079185030832679146437855634052447325299972061003581369417078054091543896526954100017981619549278338648952772460228768049241837680370978265298502967183853303613597859525306795587110611703742998451751269295380520859305251533260530899347033732855085559064705943883712004982035363452597722434580452894381653385831375557537232616474687232520773074473851457907672714694855471810816669667990841625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,53,0,450661448138272442942811031715964027040746318448139247830812005851267155494598974957893979340355067208225249290179136807389565513859546765764521785195593746642271078670128442279187924074607956497261659022936433855717067344479573178769116478936221839548615345034723651619086041210052700945274392364650862034422163942227010480637930899187685253943377502616347222121787021883840630840764409263714081122823703482931593490724949503518013629947924737583112512642082245364502891441885966161648682410487431335705181447113280991990030942022602947577088256991211033322142740280276047468888585241208183809378048196429641170521092113288429442887279785351684795858596423824086835198340686778863735876199198913138904025704711123441928987536570386825409443816410393636442488007135322171237575093250227380273614734309499449371715026381909279235892622691406419384946494865034752311550352584896393022832604244604627300544915926111031239787782924809412864349433626063054306069836344003072083601810331069565044635938219842078318684774711518871409740028735964026322477958846919250841535720544007917026796357512158180519693841268582118732845168618866351529560712190002384229526046201190541905688192961122204125949678021935754123637696666905851403876146781396082736186124647292358742313814632662161746177362652265019695331654308731/154412982094339172210247150508072308244346383118044216419022422232420928314521965748526548683130286405348552920491129678510434187471259251673227966192747004478378301910050739411569278076839252492051949240968124294421647644895609235802280218121838258952206929201558452710190065806493718564710215101798513808733659259304711715160666418738513236567983077048706547871507858867728710549498254997321695965452967913759377489476376969486524852700408944757108345878181668834043863645829152225735915826497622316068404710750754110664551356100449518440080297433917753160709021392294187440135729969402444761850023232591754686357207187266696198408806018783485235678644904086150716461941092771301786133486641065018561828962987274040489817975693770447259753241215541103752512500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,52,1,2726916727549159343006910771640430296729265705215992750196951372886014024512392946397583238132242414501911687860807589721591986864453778177307680640413277297001733315531943435701005293484194157050432183571076181958553453763663615698105824414323987565213027496479456979232456166903586294792477271592164044186493836061521317074323367720112829339734422342442210719063467653340833079059525055169867973094722651201219522559157844504370213750972198570544463241813586540419044158595255300203930306878031340919239805821461278123634821385078840331891563235672434336523706487134702171198184523973120473585551256928523801567266209450509020721408409500711347717710800516800104203205168083467622070467827744547459610789727199834267090877058358718607641503290460489548626335508593207339911949950256748551282991033008117197461405412438633028696067385391659104109011182709690422930869422000283232261233271763535064795291921918851692447574832401205376566784965103711895271944577268008041409524617213521000493943276098418010401420792384501818801693847490093556670201136339927622802851475155723485477265136012519068174470783966838547950715565851612803444181624440070246858362153078429618032847418595965130151092112891192032596573936997864561980460494304169500846583700647904373609458751691577130896206462757037883067084585662299/963374468287524498621194590590889022067622118674366390226890417443746149600180727359491425310434955288948287536579921688980361504360161668070760163815169995308787574127232349991969590696238157389886213843387444940039058517153974674315910371376984590326032073029091525487680547405356073613723626219326096151962524663051606669218178804066492582250984944913351272878344294220029544659869639335921781039199727184054558294869985576996455581005604016395138069494718685451976820872451984465196603267001481544565720758547073277798732513270909785046690445148242655772128810307502788376509970030156094845773776525864557922146491577820745650493677129820754728281398259493279259442026165111058617277026654307752648379224869024461034895938881028885166902590194223286253833250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,52,0,1712513434643608632577385183485205165127475343060657644338539073527400787761458435662401999850993421612031600745070951562215193722198889652665862694968236691208551994809835304532287409300584943613063246823924029827309760027662619825770231456003041352217583840639760219552057120820249759995848357817404444060514307332066993476170364643157555299492904566504996001593225159580071541010240726496771793952230938169431324036432463308597772772309607280966540547879192205785548941715772238021883890165230554835279708816624937986068992583602361217094049234177031923832187638297119027724928102820551828104476159010000716312733292594834583073991488089773738343113202950186514303751507522492160041166801774793237299828994631760169443250405244307580195981400130741433297211872164446267572318499701406681570072877103011766247257810251389706111548926556486819299834678782751509269421325010329958576543769626561584259959558353845702070037741369596212434609907345068589898239991906298259780021249553652981786308250888772669961848859277663280761327605038388182406027433351913361680139173569898213822869575741082128626177550685662815494066553963765625560067636246013634635114813611176980093698545733434066881344186428152316240073468810900573329172225710709546506147426438755305033074805748063067899424718932369392025210553433559/586769331958488854398939171930674771328516255848568022392285204483199527595183469844400884995895088340324501097866292778339649912390785156358266271532438617017837547258192809763963256691989159469797407115678872318802261050603315096048664828862985384018386330965922120298722250064676130545898817386834352473187905185357904517610532391206350298958335692785084881911729863697369100088093368989822444668721278072285634460010232484048794440261553990077011714337090341569366681854150778457796480140690964801059937900852865620525295153181708170072305130248887462010694281290717912272515773883729290095030088283848667808157387311613445553953462871377243895578850635527372722555376152530946787307249236047070534950059351641353861308307636327699587062316619056194259547500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,49,1,219389827589966975122242019148205963803408959148067468938763320031822593612369773731267291195420931563985688299586943615058011455563941338282238784287541098326186004162120097697513959748571530400800534430207122898964167987320888515344941785134440993032051316314591256540789403446924065130553068844888258140282311315427083999309157522786723494924838350163932303869378600622832769104065307214890658883837459914341766889835061236840529746604846244501001909568389639865080588815823941178916136587809493963379935186493940549254104971431719865997091682026582308916804366405880174306895938044988551358981419885167131679036611935393986153247489714555475620086843236881189530379185735247325702740788344907008049019756793026346353755806613257246092946807737211291006612773284891119735057333398469720040808608252321327490055799685178822151519740905121267202686092733476216933134864647845477432024953761969442152544332476877807199110398099793432845430447787767773284169941996418134563546662013093059546344520020419215487956661184856443757533097286881543057859229052895240021964514151581942094085316748328986852563121626338888393137938638259360678420378276157897486682593271867182892795355745954335096990058442198110352869545119432448648041119480533259085930228597537508220216276858200537351216507984832577067497982185283/10091719121708732448686142415372258772786390720305364620867449633520318089948342589841937029274479457530388708568807566768327260287175387471619449557154133721546115705086091893524086565037498545534002122384183331149158662058257601937367628521835625712359885696600949269086501623008403444409690697859780553405035619682377969934777114849894653210930429834087494944630587289286779614872467264686858422066645590131551344388174617864040236627679252739999823646039996675683093645241349658790816558488766175563130695864905620189043806407460196448468455069306719646564339162521515691941297883727685150339717771374862512393656091462546091391562912703881815302167395591613932811642415655683681327432750151727892815385371039230080347439932297131213431131785873350741364880392250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,49,0,5895748782715147172508279334262622124901857793655155361216414543248549007784188500427524100621767702812244187729137525856052586441661863461035758451189836572703489911830678967729165099175010417127758880267856077410153297706123006726253051029086131383078178495578137787904616840936334963880974055184312990630189685584847657792320357739234136041024684428943220047775486910468977151778661801230988196462252952100500326976142467271433360273764433200803881635178067977891308937188286127419800661217897055721505645459613441017200861228548635125904124876629729338611280803201105448501048516911818281802174952042938959164811639366679962380180465214359424556161116347867178169818634612776582442148916728525151984108708029991843832434725311648900078657263364790682962034837344640954504136096851146867020326558311327352658366711864755628408585918113653244352242655856596445919018347293211353151826538301361372306937069349033599479152595639260065006350457223298131163840339587303329607022267784079712139904440296376356337875241730026738555125441604650237378559037287962064611526410115596869048975670665524589752055725775933338070131642876419785448036431564945257940297316371762191993413774356579496647932804424605725287781893507359356449686897849062281999994987730382139937003209638505297628721227852540167999352213/366730832474055533999336982456671732080322659905355013995178252801999704746989668652750553122434430212702813186166432986462281195244240722723916419707774135636148467036370506102477035432493224668623379447299295199251413156627071935030415518039365865011491456853701325186701406290422581591186760866771470295742440740848690323506582744503968936848959807990678051194831164810855687555058355618639027917950798795178521537506395302530496525163471243798132321460681463480854176158844236536122800087931853000662461188033041012828309470738567606295190706405554663756683925806698695170322358677330806309393805177405417380098367069758403471220914294610777434736781647204607951597110095331841742067030772529419084343787094775846163317692272704812241913947886910121412217187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
