Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,130,0.3507304999999999,3.1599999999798456e-05,8.67939999977807e-05,0.00011839399999757916,4,5,False
1,23,0.5227788439033227,2.3471999995194892e-05,7.85999999948217e-05,0.00010207199999001659,5,7,False
2,304,0.654572232433986,2.3971999993932513e-05,6.686800000466064e-05,9.083999999859316e-05,6,12,False
3,660,0.8243690770480019,2.2899000001075365e-05,6.779499999254313e-05,9.069399999361849e-05,7,14,False
4,361,0.6448057219467863,3.116000000602526e-05,6.12420000010161e-05,9.240200000704135e-05,8,19,False
5,23,0.5251920369139571,2.6067999996826074e-05,6.529600000249047e-05,9.136399999931655e-05,9,21,False
6,304,0.654572232433986,2.5516999997421408e-05,6.113599999935104e-05,8.665299999677245e-05,10,26,False
7,345,0.5618666384810236,2.668800000549254e-05,6.593100000884533e-05,9.261900001433787e-05,11,28,False
8,152,0.708258893236942,2.7998000007301016e-05,6.007900000781774e-05,8.807700001511876e-05,12,33,False
9,190,0.7496373211705003,2.8097999987153344e-05,6.580199999461911e-05,9.389999998177245e-05,13,35,False
10,152,0.7127958045095402,2.828899999940404e-05,6.829800000218711e-05,9.658700000159115e-05,14,42,False
11,510,0.7775238442830907,2.9236000003152185e-05,8.431799999186751e-05,0.0001135539999950197,15,44,False
12,452,0.7896518268220867,3.0571000010581884e-05,6.581899999957841e-05,9.639000001016029e-05,16,49,False
13,64,0.7774480104767036,3.410600000108843e-05,7.994999999993979e-05,0.00011405600000102822,17,51,False
14,709,0.7896518268220868,3.515200000947516e-05,6.800399999917772e-05,0.00010315600000865288,18,56,False
15,174,0.8974344055074436,3.5562999997296174e-05,9.209899999973459e-05,0.00012766199999703076,19,58,False
16,311,0.9368222626239033,3.729099999816299e-05,8.514299999262676e-05,0.00012243399999078974,20,63,False
17,301,0.9282322683576105,4.472299998781182e-05,8.266400000422891e-05,0.00012738699999204073,21,65,False
18,260,0.8353911163179584,4.1545000001974586e-05,8.897200000035355e-05,0.00013051700000232813,22,70,False
19,736,0.940035811816311,3.923399999905541e-05,7.791000000167969e-05,0.0001171440000007351,23,72,False
20,295,0.9650704023400555,4.0377999994234415e-05,7.140099999958238e-05,0.0001117789999938168,24,77,False
21,775,0.9933574450381821,4.105700000422985e-05,7.76659999957019e-05,0.00011872299999993174,25,79,False
22,295,0.9699744692592609,4.151100000626684e-05,9.714099999769132e-05,0.00013865200000395816,26,87,False
23,147,1.0,4.0612000006490234e-05,3.63970000023528e-05,7.700900000884303e-05,27,88,False
24,147,1.0,5.46689999936234e-05,4.710999999701926e-05,0.00010177899999064266,28,89,False
25,147,1.0,5.127699999718516e-05,3.9563000001408e-05,9.083999999859316e-05,29,90,False
26,147,1.0,4.69309999999723e-05,3.8298999996300154e-05,8.522999999627245e-05,30,91,False
27,147,1.0,4.60520000018505e-05,3.746900000578535e-05,8.352100000763585e-05,31,92,False
28,147,1.0,4.981899999734196e-05,3.759900000943617e-05,8.741800000677813e-05,32,93,False
29,147,1.0,4.8384000010059935e-05,3.670799999611063e-05,8.509200000617057e-05,33,94,False
30,147,1.0,8.445299999948475e-05,5.53520000039498e-05,0.00013980500000343454,34,95,False
31,147,1.0,8.427599999549784e-05,4.1042999995966056e-05,0.0001253189999914639,35,96,False
32,147,1.0,6.001200000582685e-05,5.192700000122841e-05,0.00011193900000705526,36,97,False
33,147,1.0,8.887900000331683e-05,0.00014716300000827687,0.0002360420000115937,37,98,False
34,147,1.0,0.00012448299999334722,4.7603000012941266e-05,0.0001720860000062885,38,99,False
35,147,1.0,0.00020677699998827848,5.874200000732799e-05,0.00026551899999560646,39,100,False
36,147,1.0,7.81749999987369e-05,5.058799999346775e-05,0.00012876299999220464,40,101,False
37,147,1.0,6.544900000449161e-05,7.687900000519221e-05,0.00014232800000968382,41,102,False
38,147,1.0,0.00019517599999119284,5.8253999995372396e-05,0.00025342999998656524,42,103,False
39,147,1.0,9.945000000755044e-05,5.144700000414559e-05,0.00015089700001169604,43,104,False
40,147,1.0,6.456399999876794e-05,4.713999999239604e-05,0.00011170399999116398,44,105,False
41,147,1.0,7.18130000052497e-05,6.19489999991174e-05,0.0001337620000043671,45,106,False
42,147,1.0,9.647599999595968e-05,6.970900000169422e-05,0.0001661849999976539,46,107,False
43,147,1.0,8.163799999749699e-05,5.678099999784081e-05,0.0001384189999953378,47,108,False
44,147,1.0,7.313700000111112e-05,4.6475000004875255e-05,0.00011961200000598637,48,109,False
45,147,1.0,6.742700000472723e-05,3.933200000005854e-05,0.00010675900000478578,49,110,False
46,147,1.0,6.257399999753943e-05,3.9431000004697125e-05,0.00010200500000223656,50,111,False
47,147,1.0,5.847900000333084e-05,3.9944999997487685e-05,9.842400000081852e-05,51,112,False
48,147,1.0,6.426999999575855e-05,7.278700000767913e-05,0.00013705700000343768,52,113,False
49,147,1.0,8.391999999446398e-05,4.7340999998368716e-05,0.0001312609999928327,53,114,False
50,147,1.0,6.917299999997795e-05,6.663400000661568e-05,0.00013580700000659363,54,115,False
51,147,1.0,7.272200001295914e-05,4.125200000260065e-05,0.0001139740000155598,55,116,False
52,147,1.0,8.191999999951349e-05,8.881099999769049e-05,0.00017073099999720398,56,117,False
53,147,1.0,0.00013470100000745333,7.01400000053809e-05,0.00020484100001283423,57,118,False
54,147,1.0,0.0001086500000013757,4.725700000562938e-05,0.00015590700000700508,58,119,False
55,147,1.0,7.696999999495802e-05,4.325899999457761e-05,0.00012022899998953562,59,120,False
56,147,1.0,7.043799999451039e-05,4.330999999524465e-05,0.00011374799998975504,60,121,False
57,147,1.0,7.449200001019562e-05,4.1215999999622e-05,0.00011570800000981762,61,122,False
58,147,1.0,7.106799999689883e-05,4.950100000655766e-05,0.0001205690000034565,62,123,False
59,147,1.0,0.00012125900001080936,5.484099999364389e-05,0.00017610000000445325,63,124,False
60,147,1.0,0.0001060109999997394,4.336899999657362e-05,0.00014937999999631302,64,125,False
61,147,1.0,0.00011477299999285151,4.8184999997147315e-05,0.00016295799998999883,65,126,False
62,147,1.0,8.045500000264383e-05,4.252799999449053e-05,0.00012298299999713436,66,127,False
63,147,1.0,7.706499999926564e-05,4.061500000318574e-05,0.00011768000000245138,67,128,False
64,147,1.0,7.718799999167913e-05,4.01590000080887e-05,0.00011734699999976783,68,129,False
65,147,1.0,7.858899999746427e-05,4.859199999884822e-05,0.0001271809999963125,69,130,False
66,147,1.0,7.959300000948133e-05,4.299500000115586e-05,0.0001225880000106372,70,131,False
67,147,1.0,8.149499998921783e-05,4.262500000606906e-05,0.0001241199999952869,71,132,False
68,147,1.0,8.618600000431798e-05,4.058099999326714e-05,0.00012676699999758512,72,133,False
69,147,1.0,8.064700000431912e-05,4.269000000078904e-05,0.00012333700000510817,73,134,False
70,147,1.0,8.42090000077178e-05,4.242100000340088e-05,0.00012663000001111868,74,135,False
71,147,1.0,8.502600000781513e-05,4.6271999991631674e-05,0.0001312979999994468,75,136,False
72,147,1.0,8.689999999944575e-05,4.7847999994132806e-05,0.00013474799999357856,76,137,False
73,147,1.0,8.86039999983268e-05,6.946899999604739e-05,0.00015807299999437419,77,138,False
74,147,1.0,0.00010972899998762387,5.320900000072015e-05,0.00016293799998834402,78,139,False
75,147,1.0,0.0001090370000014218,6.808100000910144e-05,0.00017711800001052325,79,140,False
76,147,1.0,0.00011304199999528919,4.8487000000818625e-05,0.00016152899999610781,80,141,False
77,147,1.0,9.754699999575678e-05,4.761399999608784e-05,0.00014516099999184462,81,142,False
78,147,1.0,9.11030000025903e-05,4.322499999886986e-05,0.00013432800000146017,82,143,False
79,147,1.0,8.923199999344433e-05,0.00010792300000161958,0.00019715499999506392,83,144,False
80,147,1.0,0.0001189719999956651,5.266799999503746e-05,0.00017163999999070256,84,145,False
81,147,1.0,0.00010521400000129688,4.7836000007350776e-05,0.00015305000000864766,85,146,False
82,147,1.0,9.799500000440275e-05,4.476400000896774e-05,0.0001427590000133705,86,147,False
83,147,1.0,0.00011562200000980738,4.27639999998064e-05,0.00015838600000961378,87,148,False
84,147,1.0,9.492200000238427e-05,0.00011615299999334638,0.00021107499999573065,88,149,False
85,147,1.0,0.00011483800000178235,5.096399999615642e-05,0.00016580199999793876,89,150,False
86,147,1.0,0.0001029350000010254,4.5268999997460924e-05,0.00014820399999848632,90,151,False
87,147,1.0,9.703199999933076e-05,4.336800000714902e-05,0.00014040000000647979,91,152,False
88,147,1.0,9.827200000245284e-05,4.5285000012995624e-05,0.00014355700001544847,92,153,False
89,147,1.0,9.734100000002854e-05,4.780000000437212e-05,0.00014514100000440067,93,154,False
