Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,1405,1,0.004917735999981687,1.5800000028320937e-06,0.004919315999984519,2,2,2,False
1,880,1,2.755899998874156e-05,1.2190000120426703e-06,2.8778000000784232e-05,2,2,2,False
2,1811,1,0.00026707500001066364,1.053000005413196e-06,0.00026812800001607684,11,11,3,False
3,565,1,0.00013041300002214484,8.81000005392707e-07,0.00013129400002753755,5,5,2,False
4,361,1,0.0007789409999645613,9.240000053978292e-07,0.0007798649999699592,16,16,3,False
5,565,1,0.0005777609999881861,9.060000252247846e-07,0.0005786670000134109,16,16,3,False
6,1807,1,0.022693619999984094,2.067000025363086e-06,0.022695687000009457,128,128,4,False
7,1995,141396401976572747471272547845733648995191587174741035530130613644649640301877373089711808987660195665194501111601291199402296443850450723552282940100279841/695196097491026234169929603769635955685010061604857236247200593783217150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.003404665000005025,1.7770000226846605e-06,0.0034064420000277096,11,11,2,False
8,609,141396401976572747471272547845733648995191587174741035530130613644649640301877373089711808987660195665194501111601291199402296443850450723552282940100279841/695196097491026234169929603769635955685010061604857236247200593783217150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0008809269999687785,1.6959999697974126e-06,0.000882622999938576,12,12,3,False
9,1121,2398649922966167782162735229278903177261043264351054013225213217533581149527957528462124337836032825858719816161824866860611166918238618134728324490249/28375350918001070782446106276311671660612655575708458622334718113600700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0005216380000092613,9.130000080403988e-07,0.0005225510000173017,12,12,2,False
10,2652,2398649922966167782162735229278903177261043264351054013225213217533581149527957528462124337836032825858719816161824866860611166918238618134728324490249/28375350918001070782446106276311671660612655575708458622334718113600700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0009168619999968541,8.220000040637387e-07,0.0009176840000009179,13,13,3,False
11,977,736566436471331321139488940372136709046455669237248509003677150806837145144959929585577169636766286319523023031772914646130971066899764135580695534301967/14071550783090601621345422164858105636059334811882865694687016586936669421000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.000787193999997271,1.0779999684018549e-06,0.0007882719999656729,13,13,3,False
12,765,249325691946972390689919292112944006800089282671947444031038579874707190858488907871424187140190521421928790446929594360154225750166468658471051211/1158177588489839623773310460257619251453577778600345249891212984228600000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00433991700003844,2.2649999777968333e-06,0.004342182000016237,49,49,4,False
13,1411,18447859996541739199962304730990736055601430583370911001698729201833218475744610281991026357668229788511820478404931894995558848421726373347147/206817426516042789959519725046003437759567460464347366052002318612250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.007172899000011057,1.934000010805903e-06,0.007174833000021863,49,49,3,False
14,1499,18447859996541739199962304730990736055601430583370911001698729201833218475744610281991026357668229788511820478404931894995558848421726373347147/206817426516042789959519725046003437759567460464347366052002318612250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03496741500003964,2.153999957954511e-06,0.03496956899999759,130,130,4,False
15,2844,58218625186715683731701265537487526786972628153016082027699271954202315733615374312565042812754142596481874312414267421329562329273625398906261/389407668783063424523781425158046472810157018417156897795055794187065000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.015747790999967037,1.853000014762074e-06,0.0157496439999818,48,48,2,False
16,2653,139649949286311707768691214532077490961225564600343738474827706939320714457051528586250564269068278684993280143018958388321872677599903273009/590906932902979399884342071560009822170192744183849617291435196035000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012870690999989165,1.930999985688686e-06,0.012872621999974854,49,49,3,False
17,2057,1917293258456309526967462292236233235038690468069370361041045102354160429925941151317150822499556412672057419232920251664884722032824955089151/4811188366346380844446063527950643237816736677950788639073285424696400000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00985829400002558,1.4670000041405729e-06,0.009859761000029721,49,49,2,False
18,2653,139649949286311707768691214532077490961225564600343738474827706939320714457051528586250564269068278684993280143018958388321872677599903273009/590906932902979399884342071560009822170192744183849617291435196035000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012209759999961989,1.5090000147210958e-06,0.01221126899997671,50,50,3,False
19,1996,10953650429728179226568464705353554058819349836645101922545790880555340450990938412568256579855784580320125815793547329457055782579755865345459/76062505149284411176622526703566194938028304223580524941210340776802400000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012100739000004523,1.6600000094513234e-06,0.012102399000013975,50,50,3,False
20,1021,75831680911780366589290113539987914885117110180431590513546510762696160441079066570364664871033887806973428371751011392831967142693839173/120593251612852938751906545216328535136774029425275432100292897150000000000000000000000000000000000000000000000000000000000000000000000000000000,0.08378215799996269,2.5079999659283203e-06,0.08378466599992862,197,197,4,False
21,1393,132801216921656502836289262424143784320033009836191175593783007294063536283237247120644408699697937874110823673454812001456234913204067/492217353521848729599618551903381776068465426225614008572624070000000000000000000000000000000000000000000000000000000000000000000000000000000,0.13123957700003075,4.574999991291406e-06,0.13124415200002204,196,196,3,False
22,220,132801216921656502836289262424143784320033009836191175593783007294063536283237247120644408699697937874110823673454812001456234913204067/492217353521848729599618551903381776068465426225614008572624070000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7300533250000285,2.9880000056436984e-06,0.7300563130000342,535,535,4,False
23,2442,5593543952229990811487787088678306862651041555840077854189181940773838903957050048504359738588220951020603164024740654318074519393/50226260563453951999961076724834875109027084308736123323737150000000000000000000000000000000000000000000000000000000000000000000000000000,0.8359624639999765,2.836999954070052e-06,0.8359653009999306,508,508,3,False
24,2777,0,0,0,0,0,0,0,True
