Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,10266,0,0.04357777600000645,1.6019999975469545e-06,0.043579378000004,1,1,1,False
1,3983,0,2.0592999987911753e-05,8.96999949873134e-07,2.1489999937784887e-05,1,1,2,False
2,1975,0,6.017399999791451e-05,7.259999961206631e-07,6.089999999403517e-05,3,3,3,False
3,7871,0,0.00034743399999115354,8.239999829129374e-07,0.0003482579999740665,4,4,3,False
4,6587,0,0.000495364000016707,8.080000384325103e-07,0.0004961720000551395,13,13,4,False
5,9585,0,0.005568234999998367,1.204999989568023e-06,0.005569439999987935,65,65,5,False
6,1096,0,0.11473925000001373,1.7760000332600612e-06,0.11474102600004699,299,299,5,False
7,10266,0,0.003935895000040546,8.829999842419056e-07,0.003936778000024788,1,1,1,False
8,6757,0,1.6443999982129753e-05,6.890000463499746e-07,1.7133000028479728e-05,1,1,2,False
9,507,0,5.6760999996186e-05,6.999999868639861e-07,5.746099998304999e-05,3,3,3,False
10,8093,0,0.00021260699998038035,7.450000225617259e-07,0.00021335200000294208,4,4,3,False
11,524,0,0.0003413409999666328,7.050000476738205e-07,0.00034204600001430663,5,5,3,False
12,6878,0,0.0007209959999840976,7.369999934780935e-07,0.0007217329999775757,17,17,4,False
13,1751,0,0.016586668999991616,1.2770000239470392e-06,0.016587946000015563,88,88,5,False
14,2225,0,0.10347045700001445,1.8650000015441037e-06,0.10347232200001599,8,8,3,False
15,4425,0,0.0024329770000122153,9.419999855708738e-07,0.002433918999997786,29,29,4,False
16,6521,0,0.021795431999976245,1.8570000293038902e-06,0.02179728900000555,165,165,5,False
17,4428,0,0.19303519800001823,2.379999955337553e-06,0.19303757799997356,178,178,4,False
18,8450,0,0.4147143280000023,2.7090000003227033e-06,0.4147170370000026,581,581,4,False
19,9695,0,0,0,0,0,0,0,True
