Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,7866,0,2.777899999273359e-05,0.007839262999823404,0.007867041999816138,1,1,1,False
1,1316,0,3.4746999972412596e-05,0.007018830000106391,0.007053577000078803,1,1,4,False
2,9276,0,0.00166181000031429,0.021668325000064215,0.023330135000378505,15,4,6,False
3,6332,0,0.0023787029999766673,0.008967297000253893,0.01134600000023056,4,2,4,False
4,761,0,0.0031099110001377994,0.043091903000004095,0.046201814000141894,24,4,6,False
5,1934,0,0.014252544000100897,0.09621674399977564,0.11046928799987654,44,6,8,False
6,7551,0,0.0184911149999607,0.11300683100034803,0.13149794600030873,44,6,8,False
7,1133,0,0.008104910999918502,0.09697756800005664,0.10508247899997514,44,6,8,False
8,1188,0,0.00873409600035302,0.1945114889999786,0.20324558500033163,64,8,10,False
9,5393,0,0.0020039999999426072,0.009310225999797694,0.011314225999740302,4,2,4,False
10,7866,0,6.539100013469579e-05,0.007102356999894255,0.007167748000028951,2,2,2,False
11,699,0,0.00015930100016703364,0.008865469999818743,0.009024770999985776,4,2,4,False
12,8755,0,0.0016414510000686278,0.008623183000054269,0.010264634000122896,4,2,4,False
13,7549,0,0.004163142999914271,0.040698190000057366,0.04486133299997164,24,4,6,False
14,510,0,0.0018103279999195365,0.009124800999870786,0.010935128999790322,4,2,4,False
15,6349,0,0.0030253410000113945,0.04848822299982203,0.05151356399983342,24,4,6,False
16,820,0,0.015984011000000464,0.10208922799984066,0.11807323899984112,44,6,8,False
17,3274,0,0.019673693000186177,0.2161923849998857,0.23586607800007187,64,8,10,False
18,3803,0,0.013032517999818083,0.04482917700033795,0.05786169500015603,24,4,6,False
19,2225,0,0.015688179999870044,0.10649250699998447,0.12218068699985452,44,6,8,False
20,2052,0,0.02051199000015913,0.19533149199969557,0.2158434819998547,64,8,10,False
21,1119,0,0.018829422000180784,0.10434737299965491,0.12317679499983569,44,6,8,False
22,2745,0,0.006156664000172896,0.04798788900006912,0.05414455300024201,24,4,6,False
23,8429,0,0.005645147999985056,0.09737478899978669,0.10301993699977174,44,6,8,False
24,2111,0,0.008731439000257524,0.17591661100004785,0.18464805000030537,64,8,10,False
25,3788,0,0.007662070000151289,0.11261420599976191,0.1202762759999132,44,6,8,False
26,5969,0,0.004321390999848518,0.008554609999919194,0.012876000999767712,4,2,4,False
27,5640,0,0.0030968810001468228,0.009493199999724311,0.012590080999871134,4,2,4,False
28,4629,0,0.007031104999896343,0.04987750000009328,0.05690860499998962,24,4,6,False
29,5703,0,0.0015894650000518595,0.010154359999887674,0.011743824999939534,4,2,4,False
30,7866,0,7.438500006173854e-05,0.0069514199999503035,0.007025805000012042,2,2,2,False
31,3934,0,0.00016842200011524255,0.0096332349999102,0.009801657000025443,4,2,4,False
32,3792,0,0.001611780999610346,0.008761175000017829,0.010372955999628175,4,2,4,False
33,3687,0,0.003560529999958817,0.046905242999855545,0.05046577299981436,24,4,6,False
34,3717,0,0.00655762800033699,0.11578225399989606,0.12233988200023305,44,6,8,False
35,4370,0,0.0044238949999453325,0.009378345999721205,0.013802240999666537,4,2,4,False
36,35,0,0.0031848980001996097,0.009361817999888444,0.012546716000088054,4,2,4,False
37,4601,0,0.004008101000181341,0.04226622599981056,0.0462743269999919,24,4,6,False
38,2914,0,0.00835797099989577,0.10825135999994018,0.11660933099983595,44,6,8,False
39,5840,0,0.002476900999681675,0.009727625000323314,0.01220452600000499,4,2,4,False
40,5785,0,0.008296763000089413,0.04977217799978462,0.05806894099987403,24,4,6,False
41,3009,0,0.004959083999892755,0.04059731600000305,0.0455563999998958,24,4,6,False
42,5512,0,0.0017869640000753861,0.010380140000052052,0.012167104000127438,4,2,4,False
43,6646,0,0.0032800260000840353,0.010444311999890488,0.013724337999974523,4,2,4,False
44,1234,0,0.004279375999885815,0.0405445299998064,0.044823905999692215,24,4,6,False
45,3788,0,0.006079280999983894,0.10367627100004029,0.10975555200002418,44,6,8,False
46,3983,0,0.02073868900015441,0.20969562599975688,0.2304343149999113,64,8,10,False
47,3529,0,0.00473762199999328,0.046720678999918164,0.051458300999911444,24,4,6,False
48,1301,0,0.01593087299988838,0.10407883000016227,0.12000970300005065,44,6,8,False
49,7744,0,0.004830095000215806,0.00918022399991969,0.014010319000135496,4,2,4,False
50,3003,0,0.007157662999816239,0.04631017100018653,0.05346783400000277,24,4,6,False
51,6824,0,0.010727558999860776,0.041758260000278824,0.0524858190001396,24,4,6,False
52,8219,0,0.016148257000168087,0.09524344300007215,0.11139170000024023,44,6,8,False
53,7465,836256536036316192747/9765625000000000000000000000000000,0.01830597999969541,0.11906623499999114,0.13737221499968655,44,6,8,False
54,7035,94923485711740567852941/9765625000000000000000000000000000,0.023954385000251932,0.11919047599985788,0.1431448610001098,44,6,8,False
55,1093,3976561412265191794782373/7812500000000000000000000000000000,0.02154700800019782,0.10032489700006408,0.1218719050002619,44,6,8,False
56,3135,3976561412265191794782373/7812500000000000000000000000000000,0.013176765000025625,0.04716267899993909,0.060339443999964715,24,4,6,False
57,2515,2776256952162102697037679659/7812500000000000000000000000000000,0.01915983899971252,0.09925594300011653,0.11841578199982905,44,6,8,False
58,3684,1274139658552570629200110138491/19531250000000000000000000000000000,0.02072476400007872,0.09359522900012962,0.11431999300020834,44,6,8,False
59,2697,74404165050696183488345204636797/19531250000000000000000000000000000,0.027739071000269178,0.1677665980000711,0.19550566900034028,64,8,10,False
60,1663,74404165050696183488345204636797/19531250000000000000000000000000000,0.023464309999781108,0.1058238280002115,0.12928813799999261,44,6,8,False
61,722,0,0.013233144999958313,0.045542469000338315,0.05877561400029663,24,4,6,False
