Index,Observation,Risk,TrackTime,ReduceTime,TotalTime,NrBeliefsBR,NrBeliefsAR,Dimension,TimedOut
0,130,701461/2000000,3.481100000612969e-05,9.139999974649982e-07,3.572500000359469e-05,1,1,1,False
1,23,130879/250000,1.1117000013882716e-05,7.92000008686955e-07,1.1909000022569671e-05,1,1,1,False
2,218,2427659/4000000,3.393600000833885e-05,7.690000103366401e-07,3.470500001867549e-05,2,2,2,False
3,202,2459123/4000000,1.7431000003398367e-05,7.619999990993165e-07,1.8193000002497683e-05,1,1,1,False
4,141,1108267/2000000,2.285899999776575e-05,7.510000017418861e-07,2.3609999999507636e-05,1,1,1,False
5,385,3620047/8000000,9.19299999679879e-06,7.419999974445091e-07,9.934999994243299e-06,1,1,1,False
6,54,4757743/8000000,1.2354000006098431e-05,7.170000060341408e-07,1.3071000012132572e-05,1,1,1,False
7,17,558451/1000000,9.60799999916162e-06,7.560000057083016e-07,1.0364000004869922e-05,1,1,1,False
8,283,5690787/8000000,1.202499998953499e-05,7.550000020728476e-07,1.2779999991607838e-05,1,1,1,False
9,277,5492449/8000000,9.435999999141131e-06,7.209999921542476e-07,1.0156999991295379e-05,1,1,1,False
10,96,1458503/3200000,1.6211000001931097e-05,7.49999998106432e-07,1.696100000003753e-05,2,2,2,False
11,318,4534041/8000000,1.107399999966674e-05,7.320000037225327e-07,1.1806000003389272e-05,1,1,1,False
12,264,2776653/8000000,1.171099999908165e-05,7.029999977703483e-07,1.2413999996851999e-05,1,1,1,False
13,93,227343/800000,9.25999999878968e-06,7.269999997561172e-07,9.986999998545798e-06,1,1,1,False
14,96,8377003/20000000,3.2650000008516145e-05,7.299999964516246e-07,3.338000000496777e-05,3,3,3,False
15,93,1782669/4000000,2.9081999997515595e-05,7.209999921542476e-07,2.9802999989669843e-05,3,3,3,False
16,96,57778581/100000000,0.0005850240000029316,8.600000001024455e-07,0.0005858840000030341,23,23,5,False
17,93,30261577/50000000,0.0004061209999974835,8.150000070372698e-07,0.0004069360000045208,23,23,5,False
