Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,130,701461/2000000,4.761800000352423e-05,0.00013219599999558795,0.00017981399999911218,4,5,False
1,23,130879/250000,3.721699999914563e-05,0.0009015119999986609,0.0009387289999978066,5,7,False
2,218,2427659/4000000,4.981899999734196e-05,0.0016095849999970824,0.0016594039999944243,7,15,False
3,23,3256503/5000000,6.569500000352946e-05,0.000980239000000438,0.0010459340000039674,9,19,False
4,218,57219863/84000000,8.3230999997852e-05,0.002801759000000459,0.002884989999998311,12,34,False
5,194,76657481/100000000,0.00010785399999946321,0.002444359999998369,0.002552213999997832,15,40,False
6,361,183214819/250000000,0.00013079000000004726,0.0035088699999974438,0.003639659999997491,19,62,False
7,23,74439747/101000000,0.00019719700000564444,0.002979908999996894,0.0031771060000025386,23,70,False
8,218,1409666903/2004000000,0.00018243899999959012,0.0042141730000011535,0.004396612000000744,28,99,False
9,194,1923597581/2500000000,0.00020394700000281318,0.005136657000001321,0.005340604000004134,33,109,False
10,361,2292277097/3125000000,0.00030403499999920314,0.009841468000004738,0.010145503000003941,38,142,False
11,194,9619181331/12500000000,0.0003169989999989298,0.0063494649999995545,0.006666463999998484,43,152,False
12,361,45846936513/62500000000,0.00042147900000344407,0.010186430999993945,0.01060790999999739,48,185,False
13,194,48097100081/62500000000,0.0003632889999991562,0.007572473999999829,0.007935762999998985,53,195,False
14,361,114618038569/156250000000,0.0005602969999998209,0.01830726000000027,0.01886755700000009,58,228,False
15,138,2945169/4000000,0.00042092700000040395,0.004060031000001629,0.004480958000002033,59,226,False
16,520,1152969/1600000,0.00039287900000317677,0.0041231519999982424,0.004516031000001419,60,232,False
17,202,2459123/4000000,0.00043434199999836665,0.00479478000000455,0.005229122000002917,61,234,False
18,63,2284417/3200000,0.0004704700000033313,0.004607450999998264,0.005077921000001595,62,239,False
19,23,2732987/4000000,0.00041952600000172424,0.0042005159999973785,0.004620041999999103,63,241,False
20,218,5520937/8000000,0.0004965709999993351,0.009614278000000809,0.010110849000000144,66,252,False
21,731,5833233/8000000,0.0005427890000007096,0.005370966000000976,0.005913755000001686,67,252,False
22,63,2284417/3200000,0.0005930529999957912,0.005304846000001362,0.005897898999997153,68,259,False
23,23,2732987/4000000,0.0005428739999970844,0.004567786999999157,0.005110660999996242,69,261,False
24,476,25712757/32000000,0.0005494589999983646,0.005635869999998988,0.006185328999997353,70,266,False
25,234,57558129/64000000,0.000576895000001798,0.005300816000001873,0.005877711000003671,71,268,False
26,778,55339849/64000000,0.0005616739999965148,0.004461560000002862,0.005023233999999377,72,276,False
27,603,14666089/16000000,0.0004971810000000687,0.0044550880000002735,0.004952269000000342,73,278,False
28,243,2482557/3200000,0.0006889430000001084,0.0051504560000026345,0.005839399000002743,74,283,False
29,745,6838921/8000000,0.0006011749999998983,0.004864236999999605,0.005465411999999503,75,285,False
