Index,Observation,Risk,UnfTime,McTime,TotalTime,MdpStates,MdpTransitions,TimedOut
0,101,0.09534099999999997,2.2788000023865607e-05,6.550099999458325e-05,8.828900001844886e-05,4,5,False
1,62,0.10648185286237496,1.934400000891401e-05,5.020899999408357e-05,6.955300000299758e-05,5,7,False
2,101,0.1805839953077342,2.1467999999913445e-05,5.417599999191225e-05,7.56439999918257e-05,8,17,False
3,62,0.187373123784179,2.4762000009559415e-05,6.231599996908699e-05,8.70779999786464e-05,11,23,False
4,101,0.2856135912550609,3.136599997333178e-05,7.07299999476163e-05,0.00010209599992094809,17,49,False
5,51,0.22644673564744344,3.6969999996472325e-05,0.0001105320000078791,0.00014750200000435143,23,61,False
6,0,0.3446086553757536,4.856700002164871e-05,0.00014075800004320627,0.00018932500006485498,33,111,False
7,62,0.44959625665769887,5.6733999997504725e-05,0.00027052899997670465,0.0003272629999742094,42,128,False
8,101,0.5537253295340201,7.067100000313076e-05,0.00035070999996378305,0.0004213809999669138,54,198,False
9,62,0.6014822694574937,8.314299998346542e-05,0.000749403000043003,0.0008325460000264684,66,222,False
10,101,0.6636277663875835,0.00010286700000960991,0.0009331179999776396,0.0010359849999872495,81,314,False
11,62,0.7062173011604163,0.00011396500002547327,0.0016315659999577292,0.0017455309999832025,96,344,False
12,101,0.6975258791573962,0.00024315400003160903,0.0019431370000120296,0.0021862910000436386,112,452,False
13,62,0.7396909770386217,0.0002147039999726985,0.0028269510000313858,0.0030416550000040843,128,484,False
14,101,0.7130216457447369,0.00020385499999520107,0.0037181490000079975,0.003922004000003199,144,597,False
15,62,0.7525528560839315,0.00023675900001762784,0.004731687000003149,0.004968446000020776,160,629,False
16,101,0.7170504546007392,0.00024361500004488335,0.005851634999999078,0.006095250000043961,176,742,False
17,62,0.7598422123075435,0.00029791800000111834,0.008340261999990162,0.00863817999999128,192,774,False
18,101,0.7207881376933138,0.0003029669999818907,0.009047954000038771,0.009350921000020662,208,887,False
19,51,0.811843451068842,0.00036195899997437664,0.01044928499999287,0.010811243999967246,224,919,False
20,0,0.7656134646109166,0.0003193580000129259,0.011886556000035853,0.012205914000048779,244,1040,False
21,62,0.7653386178697998,0.0003376080000521142,0.014276368000025741,0.014613976000077855,260,1068,False
22,101,0.7241246651253257,0.0003992240000343372,0.015063201999964804,0.015462425999999141,276,1181,False
23,51,0.8133367268799563,0.0004242580000095586,0.018404407000048195,0.018828665000057754,292,1213,False
24,0,0.7724473884802172,0.0006128910000029464,0.0205742809999947,0.021187171999997645,312,1334,False
25,78,0.7338959122611565,0.0006731870000180606,0.024894602999950166,0.025567789999968227,328,1362,False
26,33,0.7111886410817507,0.000472922000028575,0.026103281000018796,0.02657620300004737,344,1475,False
27,49,0.6533404054378809,0.0005377709999834224,0.02503637299997763,0.025574143999961052,355,1492,False
28,69,0.6342393875272179,0.0005063429999836444,0.02983242599998448,0.030338768999968124,366,1566,False
29,62,0.7048141529653287,0.0005607090000125936,0.03271335299996281,0.0332740619999754,377,1588,False
30,101,0.7121453145172107,0.000558878999981971,0.03295560800000885,0.03351448699999082,393,1672,False
31,51,0.784731395676616,0.0005384509999544207,0.03806925700001784,0.03860770799997226,409,1704,False
32,0,0.7753271754949624,0.0006913689999805683,0.039073670999982824,0.03976503999996339,429,1825,False
33,78,0.7615715166253161,0.0006891890000133571,0.043540153999970244,0.0442293429999836,445,1853,False
34,33,0.7234530761674005,0.000616288000003351,0.04864424200002304,0.04926053000002639,461,1966,False
35,78,0.7564300646797539,0.0006310159999998177,0.049891852999962794,0.05052286899996261,477,1998,False
36,33,0.7508590242574138,0.0010204739999721824,0.0565901950000125,0.05761066899998468,493,2111,False
37,51,0.8428639072988178,0.0006683280000174818,0.05585207699999728,0.05652040500001476,509,2143,False
38,0,0.7778512218724145,0.0006287030000180494,0.055655544999979156,0.056284247999997206,529,2264,False
39,51,0.8142206697332828,0.0006917190000308437,0.06010611499999641,0.06079783400002725,549,2304,False
40,0,0.788754435411023,0.0007346769999685421,0.06663789999998926,0.0673725769999578,569,2448,False
41,78,0.7720597513482733,0.0007837630000153695,0.07339881000001469,0.07418257300003006,585,2476,False
42,33,0.7307644384577556,0.0007879099999854589,0.07076909799997111,0.07155700799995657,601,2589,False
43,49,0.6539286499854595,0.0008117460000107712,0.0766443660000391,0.07745611200004987,612,2606,False
44,69,0.6161402651315339,0.0007864770000196586,0.08150825900003156,0.08229473600005122,623,2680,False
45,78,0.7137015887210079,0.0010230799999817464,0.08755236600001126,0.08857544599999301,634,2702,False
46,33,0.694365523369292,0.0008808949999661309,0.08658542300003091,0.08746631799999705,650,2786,False
